key_resp.keys,key_resp.rt,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,age,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,response.rt,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practrials.thisRepN,practrials.thisTrialN,practrials.thisN,practrials.thisIndex,practrials.ran,TrialID,Target,corrAns,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,maintrials.thisRepN,maintrials.thisTrialN,maintrials.thisN,maintrials.thisIndex,maintrials.ran,string,blur,study,lex,stim_path,break_done_keyboard.rt,break_done_touch.clicked_name,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,slider.response,slider.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,instr_done_touch.clicked_name,test_instructions.thisRepN,test_instructions.thisTrialN,test_instructions.thisN,test_instructions.thisIndex,test_instructions.ran,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,test_click.x,test_click.y,test_click.leftButton,test_click.midButton,test_click.rightButton,test_click.time,test_click.clicked_name,test_phase.thisRepN,test_phase.thisTrialN,test_phase.thisN,test_phase.thisIndex,test_phase.ran
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.5605,1,,,,,,,,,,,,,,z,1,0.5605,,,,,,,,0.00462963,-0.387037037,0,0,0,,0,94,94,150,1,NOOLS,C,old,z,./images/NOOLS.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.5765,1,,,,,,,,,,,,,,m,1,0.5765,,,,,,,,0.00462963,-0.387037037,0,0,0,,0,95,95,32,1,BARREL,LB,old,m,./images/BARRELLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.5516,1,,,,,,,,,,,,,,z,1,0.5516,,,,,,,,0.00462963,-0.387037037,0,0,0,,0,96,96,148,1,JOMS,HB,old,z,./images/JOMSHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.5195,1,,,,,,,,,,,,,,z,1,0.5195,,,,,,,,0.00462963,-0.387037037,0,0,0,,0,97,97,90,1,NEAST,C,old,z,./images/NEAST.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.4809,1,,,,,,,,,,,,,,z,1,0.4809,,,,,,,,0.00462963,-0.387037037,0,0,0,,0,98,98,138,1,PLICE,C,old,z,./images/PLICE.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.7004,1,,,,,,,,,,,,,,m,1,0.7004,,,,,,,,0.00462963,-0.387037037,0,0,0,,0,99,99,75,1,GRAIN,C,old,m,./images/GRAIN.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.5189,1,,,,,,,,,,,,,,z,1,0.5189,,,,,,,,0.00462963,-0.387037037,0,0,0,,0,100,100,149,1,VEASE,LB,old,z,./images/VEASELB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.6162,1,,,,,,,,,,,,,,z,1,0.6162,,,,,,,,0.00462963,-0.387037037,0,0,0,,0,101,101,93,1,SMONE,C,old,z,./images/SMONE.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.6373,1,,,,,,,,,,,,,,m,1,0.6373,,,,,,,,0.00462963,-0.387037037,0,0,0,,0,102,102,14,1,PICKLE,LB,old,m,./images/PICKLELB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.7299,1,,,,,,,,,,,,,,m,1,0.7299,,,,,,,,0.00462963,-0.387037037,0,0,0,,0,103,103,54,1,TRIPOD,C,old,m,./images/TRIPOD.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.7072,1,,,,,,,,,,,,,,m,1,0.7072,,,,,,,,0.00462963,-0.387037037,0,0,0,,0,104,104,46,1,PEARL,HB,old,m,./images/PEARLHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.6051,1,,,,,,,,,,,,,,m,1,0.6051,,,,,,,,0.00462963,-0.387037037,0,0,0,,0,105,105,71,1,PIMPLE,LB,old,m,./images/PIMPLELB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.5791,1,,,,,,,,,,,,,,z,1,0.5791,,,,,,,,0.00462963,-0.387037037,0,0,0,,0,106,106,92,1,PAIMS,LB,old,z,./images/PAIMSLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.5622,1,,,,,,,,,,,,,,m,1,0.5622,,,,,,,,0.00462963,-0.387037037,0,0,0,,0,107,107,9,1,RHINO,C,old,m,./images/RHINO.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.5941,1,,,,,,,,,,,,,,z,1,0.5941,,,,,,,,0.00462963,-0.387037037,0,0,0,,0,108,108,114,1,RIKES,C,old,z,./images/RIKES.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,1.4649,1,,,,,,,,,,,,,,z,1,1.4649,,,,,,,,0.00462963,-0.387037037,0,0,0,,0,109,109,142,1,PLASK,HB,old,z,./images/PLASKHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.5964,1,,,,,,,,,,,,,,z,1,0.5964,,,,,,,,0.00462963,-0.387037037,0,0,0,,0,110,110,108,1,GRUET,C,old,z,./images/GRUET.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.4667,1,,,,,,,,,,,,,,z,1,0.4667,,,,,,,,0.00462963,-0.387037037,0,0,0,,0,111,111,88,1,GLUSH,HB,old,z,./images/GLUSHHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.4167,1,,,,,,,,,,,,,,z,1,0.4167,,,,,,,,0.00462963,-0.387037037,0,0,0,,0,112,112,109,1,BURGE,HB,old,z,./images/BURGEHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.5662,1,,,,,,,,,,,,,,m,1,0.5662,,,,,,,,0.00462963,-0.387037037,0,0,0,,0,113,113,53,1,CARPET,LB,old,m,./images/CARPETLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.5503,1,,,,,,,,,,,,,,m,1,0.5503,,,,,,,,0.00462963,-0.387037037,0,0,0,,0,114,114,26,1,SMOKER,LB,old,m,./images/SMOKERLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.6129,1,,,,,,,,,,,,,,m,1,0.6129,,,,,,,,0.00462963,-0.387037037,0,0,0,,0,115,115,64,1,JELLY,HB,old,m,./images/JELLYHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.4668,1,,,,,,,,,,,,,,z,1,0.4668,,,,,,,,0.00462963,-0.387037037,0,0,0,,0,116,116,147,1,ZOLES,C,old,z,./images/ZOLES.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.5828,1,,,,,,,,,,,,,,m,1,0.5828,,,,,,,,0.00462963,-0.387037037,0,0,0,,0,117,117,58,1,BABOON,HB,old,m,./images/BABOONHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.4851,1,,,,,,,,,,,,,,m,1,0.4851,,,,,,,,0.00462963,-0.387037037,0,0,0,,0,118,118,77,1,COUCH,LB,old,m,./images/COUCHLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.6791,1,,,,,,,,,,,,,,z,1,0.6791,,,,,,,,0.00462963,-0.387037037,0,0,0,,0,119,119,112,1,MYING,HB,old,z,./images/MYINGHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.4429,1,,,,,,,,,,,,,,m,1,0.4429,,,,,,,,0.00462963,-0.387037037,0,0,0,,0,120,120,50,1,MALLET,LB,old,m,./images/MALLETLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.6472,1,,,,,,,,,,,,,,z,1,0.6472,,,,,,,,0.00462963,-0.387037037,0,0,0,,0,121,121,164,1,SGREW,LB,old,z,./images/SGREWLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.5798,1,,,,,,,,,,,,,,m,1,0.5798,,,,,,,,0.00462963,-0.387037037,0,0,0,,0,122,122,61,1,CANDLE,HB,old,m,./images/CANDLEHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.619,1,,,,,,,,,,,,,,z,1,0.619,,,,,,,,0.00462963,-0.387037037,0,0,0,,0,123,123,99,1,BACKY,C,old,z,./images/BACKY.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.9124,1,,,,,,,,,,,,,,m,1,0.9124,,,,,,,,0.00462963,-0.387037037,0,0,0,,0,124,124,76,1,INFANT,HB,old,m,./images/INFANTHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.6102,1,,,,,,,,,,,,,,z,1,0.6102,,,,,,,,-0.27962963,0.143518519,0,0,0,space,0,125,125,131,1,NACES,LB,old,z,./images/NACESLB.png,57.5768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.6013,1,,,,,,,,,,,,,,m,1,0.6013,,,,,,,,-0.27962963,0.143518519,0,0,0,,0,126,126,3,1,FINGER,C,old,m,./images/FINGER.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.5273,1,,,,,,,,,,,,,,m,1,0.5273,,,,,,,,-0.27962963,0.143518519,0,0,0,,0,127,127,0,1,TOMATO,C,old,m,./images/TOMATO.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.5525,0,,,,,,,,,,,,,,z,0,0.5525,,,,,,,,-0.27962963,0.143518519,0,0,0,,0,128,128,25,1,WRIST,HB,old,m,./images/WRISTHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,1.0805,1,,,,,,,,,,,,,,m,1,1.0805,,,,,,,,-0.27962963,0.143518519,0,0,0,,0,129,129,67,1,SAILOR,HB,old,m,./images/SAILORHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,1.4998,1,,,,,,,,,,,,,,z,1,1.4998,,,,,,,,-0.27962963,0.143518519,0,0,0,,0,130,130,106,1,CLUMS,HB,old,z,./images/CLUMSHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.6212,0,,,,,,,,,,,,,,m,0,0.6212,,,,,,,,-0.27962963,0.143518519,0,0,0,,0,131,131,103,1,FLORT,HB,old,z,./images/FLORTHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.683,1,,,,,,,,,,,,,,z,1,0.683,,,,,,,,-0.27962963,0.143518519,0,0,0,,0,132,132,97,1,CHIDS,HB,old,z,./images/CHIDSHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.781,1,,,,,,,,,,,,,,z,1,0.781,,,,,,,,-0.27962963,0.143518519,0,0,0,,0,133,133,85,1,CHULK,HB,old,z,./images/CHULKHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.6361,1,,,,,,,,,,,,,,z,1,0.6361,,,,,,,,-0.27962963,0.143518519,0,0,0,,0,134,134,151,1,TINKY,HB,old,z,./images/TINKYHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.5927,1,,,,,,,,,,,,,,z,1,0.5927,,,,,,,,-0.27962963,0.143518519,0,0,0,,0,135,135,162,1,LEICH,C,old,z,./images/LEICH.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.4235,1,,,,,,,,,,,,,,z,1,0.4235,,,,,,,,-0.27962963,0.143518519,0,0,0,,0,136,136,87,1,TRING,C,old,z,./images/TRING.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.5727,1,,,,,,,,,,,,,,m,1,0.5727,,,,,,,,-0.27962963,0.143518519,0,0,0,,0,137,137,44,1,LIZARD,LB,old,m,./images/LIZARDLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.5161,1,,,,,,,,,,,,,,m,1,0.5161,,,,,,,,-0.27962963,0.143518519,0,0,0,,0,138,138,12,1,SHORE,C,old,m,./images/SHORE.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.6453,1,,,,,,,,,,,,,,m,1,0.6453,,,,,,,,-0.27962963,0.143518519,0,0,0,,0,139,139,83,1,JUNGLE,LB,old,m,./images/JUNGLELB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.5619,1,,,,,,,,,,,,,,z,1,0.5619,,,,,,,,-0.27962963,0.143518519,0,0,0,,0,140,140,153,1,CLUPS,C,old,z,./images/CLUPS.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.6098,1,,,,,,,,,,,,,,z,1,0.6098,,,,,,,,-0.27962963,0.143518519,0,0,0,,0,141,141,89,1,DRIEK,LB,old,z,./images/DRIEKLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.488,1,,,,,,,,,,,,,,m,1,0.488,,,,,,,,-0.27962963,0.143518519,0,0,0,,0,142,142,45,1,KITTEN,C,old,m,./images/KITTEN.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.4743,1,,,,,,,,,,,,,,z,1,0.4743,,,,,,,,-0.27962963,0.143518519,0,0,0,,0,143,143,117,1,STEEG,C,old,z,./images/STEEG.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.5416,1,,,,,,,,,,,,,,z,1,0.5416,,,,,,,,-0.27962963,0.143518519,0,0,0,,0,144,144,115,1,MAWNS,HB,old,z,./images/MAWNSHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.9502,1,,,,,,,,,,,,,,m,1,0.9502,,,,,,,,-0.27962963,0.143518519,0,0,0,,0,145,145,74,1,CEMENT,LB,old,m,./images/CEMENTLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.5826,1,,,,,,,,,,,,,,m,1,0.5826,,,,,,,,-0.27962963,0.143518519,0,0,0,,0,146,146,49,1,DRUMS,HB,old,m,./images/DRUMSHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.4604,1,,,,,,,,,,,,,,m,1,0.4604,,,,,,,,-0.27962963,0.143518519,0,0,0,,0,147,147,18,1,JAGUAR,C,old,m,./images/JAGUAR.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.6408,1,,,,,,,,,,,,,,m,1,0.6408,,,,,,,,-0.27962963,0.143518519,0,0,0,,0,148,148,28,1,FALCON,HB,old,m,./images/FALCONHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.5011,1,,,,,,,,,,,,,,m,1,0.5011,,,,,,,,-0.27962963,0.143518519,0,0,0,,0,149,149,36,1,THROAT,C,old,m,./images/THROAT.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.5112,1,,,,,,,,,,,,,,m,1,0.5112,,,,,,,,-0.27962963,0.143518519,0,0,0,,0,150,150,38,1,LADDER,LB,old,m,./images/LADDERLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.4091,1,,,,,,,,,,,,,,m,1,0.4091,,,,,,,,-0.27962963,0.143518519,0,0,0,,0,151,151,51,1,ONION,C,old,m,./images/ONION.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.5352,1,,,,,,,,,,,,,,m,1,0.5352,,,,,,,,-0.27962963,0.143518519,0,0,0,,0,152,152,48,1,SPORT,C,old,m,./images/SPORT.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.5756,1,,,,,,,,,,,,,,z,1,0.5756,,,,,,,,-0.27962963,0.143518519,0,0,0,,0,153,153,105,1,MOKER,C,old,z,./images/MOKER.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
