key_resp.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,age,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,response.rt,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practrials.thisRepN,practrials.thisTrialN,practrials.thisN,practrials.thisIndex,practrials.ran,TrialID,Target,corrAns,key_resp.rt,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,maintrials.thisRepN,maintrials.thisTrialN,maintrials.thisN,maintrials.thisIndex,maintrials.ran,string,blur,study,lex,stim_path,break_done_keyboard.rt,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,slider.response,slider.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,test_instructions.thisRepN,test_instructions.thisTrialN,test_instructions.thisN,test_instructions.thisIndex,test_instructions.ran,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,test_click.x,test_click.y,test_click.leftButton,test_click.midButton,test_click.rightButton,test_click.time,test_click.clicked_name,test_phase.thisRepN,test_phase.thisTrialN,test_phase.thisN,test_phase.thisIndex,test_phase.ran,break_done_touch.clicked_name
,,,,,,,,,,,,,,,,,,33,2022-02-12_11h46.43.714,lexical_decision_task_DD_L4,2021.2.3,Win32,60.41931001,,,,,,,,,,,0.6483,1,,,,,,,,,,,,,,,z,1,0.6483,,,,,,,,0.645378177,-0.224089715,0,0,0,,0,102,102,134,1,TROSS,LB,old,z,./images/TROSSLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,33,2022-02-12_11h46.43.714,lexical_decision_task_DD_L4,2021.2.3,Win32,60.41931001,,,,,,,,,,,0.63,1,,,,,,,,,,,,,,,m,1,0.63,,,,,,,,0.645378177,-0.224089715,0,0,0,,0,103,103,66,1,STATUE,C,old,m,./images/STATUE.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,33,2022-02-12_11h46.43.714,lexical_decision_task_DD_L4,2021.2.3,Win32,60.41931001,,,,,,,,,,,0.7696,1,,,,,,,,,,,,,,,m,1,0.7696,,,,,,,,0.645378177,-0.224089715,0,0,0,,0,104,104,53,1,POSTER,LB,old,m,./images/POSTERLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,33,2022-02-12_11h46.43.714,lexical_decision_task_DD_L4,2021.2.3,Win32,60.41931001,,,,,,,,,,,0.5879,1,,,,,,,,,,,,,,,z,1,0.5879,,,,,,,,0.645378177,-0.224089715,0,0,0,,0,105,105,93,1,SMONE,C,old,z,./images/SMONE.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,33,2022-02-12_11h46.43.714,lexical_decision_task_DD_L4,2021.2.3,Win32,60.41931001,,,,,,,,,,,0.5253,1,,,,,,,,,,,,,,,m,1,0.5253,,,,,,,,0.645378177,-0.224089715,0,0,0,,0,106,106,42,1,CHAIN,C,old,m,./images/CHAIN.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,33,2022-02-12_11h46.43.714,lexical_decision_task_DD_L4,2021.2.3,Win32,60.41931001,,,,,,,,,,,0.6072,1,,,,,,,,,,,,,,,z,1,0.6072,,,,,,,,0.645378177,-0.224089715,0,0,0,,0,107,107,98,1,BAMPS,LB,old,z,./images/BAMPSLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,33,2022-02-12_11h46.43.714,lexical_decision_task_DD_L4,2021.2.3,Win32,60.41931001,,,,,,,,,,,1.1609,0,,,,,,,,,,,,,,,m,0,1.1609,,,,,,,,0.645378177,-0.224089715,0,0,0,,0,108,108,139,1,BLEAR,HB,old,z,./images/BLEARHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,33,2022-02-12_11h46.43.714,lexical_decision_task_DD_L4,2021.2.3,Win32,60.41931001,,,,,,,,,,,0.578,1,,,,,,,,,,,,,,,z,1,0.578,,,,,,,,0.645378177,-0.224089715,0,0,0,,0,109,109,87,1,TRING,C,old,z,./images/TRING.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,33,2022-02-12_11h46.43.714,lexical_decision_task_DD_L4,2021.2.3,Win32,60.41931001,,,,,,,,,,,0.7098,1,,,,,,,,,,,,,,,z,1,0.7098,,,,,,,,0.645378177,-0.224089715,0,0,0,,0,110,110,110,1,CRUNK,LB,old,z,./images/CRUNKLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,33,2022-02-12_11h46.43.714,lexical_decision_task_DD_L4,2021.2.3,Win32,60.41931001,,,,,,,,,,,1.0252,1,,,,,,,,,,,,,,,z,1,1.0252,,,,,,,,0.645378177,-0.224089715,0,0,0,,0,111,111,154,1,THINT,HB,old,z,./images/THINTHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,33,2022-02-12_11h46.43.714,lexical_decision_task_DD_L4,2021.2.3,Win32,60.41931001,,,,,,,,,,,0.7166,1,,,,,,,,,,,,,,,z,1,0.7166,,,,,,,,0.645378177,-0.224089715,0,0,0,,0,112,112,100,1,DRIBS,HB,old,z,./images/DRIBSHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,33,2022-02-12_11h46.43.714,lexical_decision_task_DD_L4,2021.2.3,Win32,60.41931001,,,,,,,,,,,0.5984,1,,,,,,,,,,,,,,,z,1,0.5984,,,,,,,,0.645378177,-0.224089715,0,0,0,,0,113,113,125,1,MOOKY,LB,old,z,./images/MOOKYLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,33,2022-02-12_11h46.43.714,lexical_decision_task_DD_L4,2021.2.3,Win32,60.41931001,,,,,,,,,,,0.8693,1,,,,,,,,,,,,,,,z,1,0.8693,,,,,,,,0.645378177,-0.224089715,0,0,0,,0,114,114,121,1,CEERS,HB,old,z,./images/CEERSHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,33,2022-02-12_11h46.43.714,lexical_decision_task_DD_L4,2021.2.3,Win32,60.41931001,,,,,,,,,,,0.6236,1,,,,,,,,,,,,,,,z,1,0.6236,,,,,,,,0.645378177,-0.224089715,0,0,0,,0,115,115,132,1,SCIFF,C,old,z,./images/SCIFF.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,33,2022-02-12_11h46.43.714,lexical_decision_task_DD_L4,2021.2.3,Win32,60.41931001,,,,,,,,,,,0.6947,1,,,,,,,,,,,,,,,m,1,0.6947,,,,,,,,0.645378177,-0.224089715,0,0,0,,0,116,116,75,1,HAMMER,C,old,m,./images/HAMMER.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,33,2022-02-12_11h46.43.714,lexical_decision_task_DD_L4,2021.2.3,Win32,60.41931001,,,,,,,,,,,0.5391,1,,,,,,,,,,,,,,,m,1,0.5391,,,,,,,,0.645378177,-0.224089715,0,0,0,,0,117,117,54,1,CHERRY,C,old,m,./images/CHERRY.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,33,2022-02-12_11h46.43.714,lexical_decision_task_DD_L4,2021.2.3,Win32,60.41931001,,,,,,,,,,,0.7427,1,,,,,,,,,,,,,,,m,1,0.7427,,,,,,,,0.644257729,-0.222969198,0,0,0,,0,118,118,11,1,MEDAL,LB,old,m,./images/MEDALLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,33,2022-02-12_11h46.43.714,lexical_decision_task_DD_L4,2021.2.3,Win32,60.41931001,,,,,,,,,,,0.6236,1,,,,,,,,,,,,,,,m,1,0.6236,,,,,,,,0.644257729,-0.222969198,0,0,0,,0,119,119,50,1,PILOT,LB,old,m,./images/PILOTLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,33,2022-02-12_11h46.43.714,lexical_decision_task_DD_L4,2021.2.3,Win32,60.41931001,,,,,,,,,,,0.5853,1,,,,,,,,,,,,,,,z,1,0.5853,,,,,,,,0.644257729,-0.222969198,0,0,0,,0,120,120,161,1,BLAPS,LB,old,z,./images/BLAPSLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,33,2022-02-12_11h46.43.714,lexical_decision_task_DD_L4,2021.2.3,Win32,60.41931001,,,,,,,,,,,0.6731,1,,,,,,,,,,,,,,,m,1,0.6731,,,,,,,,0.644257729,-0.222969198,0,0,0,,0,121,121,57,1,FERRY,C,old,m,./images/FERRY.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,33,2022-02-12_11h46.43.714,lexical_decision_task_DD_L4,2021.2.3,Win32,60.41931001,,,,,,,,,,,0.5655,1,,,,,,,,,,,,,,,m,1,0.5655,,,,,,,,0.644257729,-0.222969198,0,0,0,,0,122,122,45,1,MONKEY,C,old,m,./images/MONKEY.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,33,2022-02-12_11h46.43.714,lexical_decision_task_DD_L4,2021.2.3,Win32,60.41931001,,,,,,,,,,,1.1176,1,,,,,,,,,,,,,,,m,1,1.1176,,,,,,,,0.644257729,-0.222969198,0,0,0,,0,123,123,67,1,POKER,HB,old,m,./images/POKERHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,33,2022-02-12_11h46.43.714,lexical_decision_task_DD_L4,2021.2.3,Win32,60.41931001,,,,,,,,,,,0.9111,1,,,,,,,,,,,,,,,m,1,0.9111,,,,,,,,0.644257729,-0.222969198,0,0,0,,0,124,124,22,1,CLOWN,HB,old,m,./images/CLOWNHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,33,2022-02-12_11h46.43.714,lexical_decision_task_DD_L4,2021.2.3,Win32,60.41931001,,,,,,,,,,,0.6643,1,,,,,,,,,,,,,,,z,1,0.6643,,,,,,,,0.644257729,-0.222969198,0,0,0,space,0,125,125,124,1,TUNCH,HB,old,z,./images/TUNCHHB.png,5.6371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,33,2022-02-12_11h46.43.714,lexical_decision_task_DD_L4,2021.2.3,Win32,60.41931001,,,,,,,,,,,0.674,1,,,,,,,,,,,,,,,z,1,0.674,,,,,,,,0.644257729,-0.222969198,0,0,0,,0,126,126,107,1,FASKS,LB,old,z,./images/FASKSLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,33,2022-02-12_11h46.43.714,lexical_decision_task_DD_L4,2021.2.3,Win32,60.41931001,,,,,,,,,,,0.6862,1,,,,,,,,,,,,,,,m,1,0.6862,,,,,,,,0.644257729,-0.222969198,0,0,0,,0,127,127,12,1,BLOKE,C,old,m,./images/BLOKE.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,33,2022-02-12_11h46.43.714,lexical_decision_task_DD_L4,2021.2.3,Win32,60.41931001,,,,,,,,,,,0.5267,1,,,,,,,,,,,,,,,z,1,0.5267,,,,,,,,0.644257729,-0.222969198,0,0,0,,0,128,128,131,1,NACES,LB,old,z,./images/NACESLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,33,2022-02-12_11h46.43.714,lexical_decision_task_DD_L4,2021.2.3,Win32,60.41931001,,,,,,,,,,,1.0806,0,,,,,,,,,,,,,,,m,0,1.0806,,,,,,,,0.644257729,-0.222969198,0,0,0,,0,129,129,166,1,SHORY,HB,old,z,./images/SHORYHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,33,2022-02-12_11h46.43.714,lexical_decision_task_DD_L4,2021.2.3,Win32,60.41931001,,,,,,,,,,,0.7067,1,,,,,,,,,,,,,,,z,1,0.7067,,,,,,,,0.644257729,-0.222969198,0,0,0,,0,130,130,157,1,INLER,HB,old,z,./images/INLERHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,33,2022-02-12_11h46.43.714,lexical_decision_task_DD_L4,2021.2.3,Win32,60.41931001,,,,,,,,,,,1.0953,1,,,,,,,,,,,,,,,z,1,1.0953,,,,,,,,0.644257729,-0.222969198,0,0,0,,0,131,131,109,1,BURGE,HB,old,z,./images/BURGEHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,33,2022-02-12_11h46.43.714,lexical_decision_task_DD_L4,2021.2.3,Win32,60.41931001,,,,,,,,,,,1.2528,1,,,,,,,,,,,,,,,m,1,1.2528,,,,,,,,0.644257729,-0.222969198,0,0,0,,0,132,132,79,1,RULER,HB,old,m,./images/RULERHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,33,2022-02-12_11h46.43.714,lexical_decision_task_DD_L4,2021.2.3,Win32,60.41931001,,,,,,,,,,,0.566,1,,,,,,,,,,,,,,,z,1,0.566,,,,,,,,0.644257729,-0.222969198,0,0,0,,0,133,133,135,1,JOODY,C,old,z,./images/JOODY.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,33,2022-02-12_11h46.43.714,lexical_decision_task_DD_L4,2021.2.3,Win32,60.41931001,,,,,,,,,,,0.6451,1,,,,,,,,,,,,,,,z,1,0.6451,,,,,,,,0.644257729,-0.222969198,0,0,0,,0,134,134,126,1,GUELS,C,old,z,./images/GUELS.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,33,2022-02-12_11h46.43.714,lexical_decision_task_DD_L4,2021.2.3,Win32,60.41931001,,,,,,,,,,,0.6765,1,,,,,,,,,,,,,,,m,1,0.6765,,,,,,,,0.644257729,-0.222969198,0,0,0,,0,135,135,56,1,HEATER,LB,old,m,./images/HEATERLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,33,2022-02-12_11h46.43.714,lexical_decision_task_DD_L4,2021.2.3,Win32,60.41931001,,,,,,,,,,,1,1,,,,,,,,,,,,,,,m,1,1,,,,,,,,0.644257729,-0.222969198,0,0,0,,0,136,136,25,1,CHALK,HB,old,m,./images/CHALKHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,33,2022-02-12_11h46.43.714,lexical_decision_task_DD_L4,2021.2.3,Win32,60.41931001,,,,,,,,,,,0.664,1,,,,,,,,,,,,,,,z,1,0.664,,,,,,,,0.644257729,-0.222969198,0,0,0,,0,137,137,149,1,VEASE,LB,old,z,./images/VEASELB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,33,2022-02-12_11h46.43.714,lexical_decision_task_DD_L4,2021.2.3,Win32,60.41931001,,,,,,,,,,,0.6749,1,,,,,,,,,,,,,,,m,1,0.6749,,,,,,,,0.644257729,-0.222969198,0,0,0,,0,138,138,33,1,SAUNA,C,old,m,./images/SAUNA.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,33,2022-02-12_11h46.43.714,lexical_decision_task_DD_L4,2021.2.3,Win32,60.41931001,,,,,,,,,,,0.5902,1,,,,,,,,,,,,,,,z,1,0.5902,,,,,,,,0.644257729,-0.222969198,0,0,0,,0,139,139,114,1,RIKES,C,old,z,./images/RIKES.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,33,2022-02-12_11h46.43.714,lexical_decision_task_DD_L4,2021.2.3,Win32,60.41931001,,,,,,,,,,,0.7618,1,,,,,,,,,,,,,,,m,1,0.7618,,,,,,,,0.644257729,-0.222969198,0,0,0,,0,140,140,9,1,DIVER,C,old,m,./images/DIVER.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,33,2022-02-12_11h46.43.714,lexical_decision_task_DD_L4,2021.2.3,Win32,60.41931001,,,,,,,,,,,0.6737,1,,,,,,,,,,,,,,,m,1,0.6737,,,,,,,,0.644257729,-0.222969198,0,0,0,,0,141,141,46,1,MUMMY,HB,old,m,./images/MUMMYHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,33,2022-02-12_11h46.43.714,lexical_decision_task_DD_L4,2021.2.3,Win32,60.41931001,,,,,,,,,,,0.7027,1,,,,,,,,,,,,,,,z,1,0.7027,,,,,,,,0.644257729,-0.222969198,0,0,0,,0,142,142,138,1,PLICE,C,old,z,./images/PLICE.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,33,2022-02-12_11h46.43.714,lexical_decision_task_DD_L4,2021.2.3,Win32,60.41931001,,,,,,,,,,,0.5632,1,,,,,,,,,,,,,,,m,1,0.5632,,,,,,,,0.644257729,-0.222969198,0,0,0,,0,143,143,71,1,BUBBLE,LB,old,m,./images/BUBBLELB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,33,2022-02-12_11h46.43.714,lexical_decision_task_DD_L4,2021.2.3,Win32,60.41931001,,,,,,,,,,,0.5116,1,,,,,,,,,,,,,,,z,1,0.5116,,,,,,,,0.644257729,-0.222969198,0,0,0,,0,144,144,99,1,BACKY,C,old,z,./images/BACKY.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,33,2022-02-12_11h46.43.714,lexical_decision_task_DD_L4,2021.2.3,Win32,60.41931001,,,,,,,,,,,0.6818,1,,,,,,,,,,,,,,,z,1,0.6818,,,,,,,,0.644257729,-0.222969198,0,0,0,,0,145,145,86,1,AIFED,LB,old,z,./images/AIFEDLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,33,2022-02-12_11h46.43.714,lexical_decision_task_DD_L4,2021.2.3,Win32,60.41931001,,,,,,,,,,,0.9062,1,,,,,,,,,,,,,,,m,1,0.9062,,,,,,,,0.644257729,-0.222969198,0,0,0,,0,146,146,3,1,CRATER,C,old,m,./images/CRATER.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,33,2022-02-12_11h46.43.714,lexical_decision_task_DD_L4,2021.2.3,Win32,60.41931001,,,,,,,,,,,0.5522,1,,,,,,,,,,,,,,,m,1,0.5522,,,,,,,,0.644257729,-0.222969198,0,0,0,,0,147,147,62,1,MAMMAL,LB,old,m,./images/MAMMALLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,33,2022-02-12_11h46.43.714,lexical_decision_task_DD_L4,2021.2.3,Win32,60.41931001,,,,,,,,,,,0.6128,1,,,,,,,,,,,,,,,z,1,0.6128,,,,,,,,0.644257729,-0.222969198,0,0,0,,0,148,148,162,1,LEICH,C,old,z,./images/LEICH.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,33,2022-02-12_11h46.43.714,lexical_decision_task_DD_L4,2021.2.3,Win32,60.41931001,,,,,,,,,,,0.6259,1,,,,,,,,,,,,,,,m,1,0.6259,,,,,,,,0.644257729,-0.222969198,0,0,0,,0,149,149,77,1,WHEEL,LB,old,m,./images/WHEELLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,33,2022-02-12_11h46.43.714,lexical_decision_task_DD_L4,2021.2.3,Win32,60.41931001,,,,,,,,,,,0.9574,1,,,,,,,,,,,,,,,z,1,0.9574,,,,,,,,0.644257729,-0.222969198,0,0,0,,0,150,150,143,1,MONGS,LB,old,z,./images/MONGSLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,33,2022-02-12_11h46.43.714,lexical_decision_task_DD_L4,2021.2.3,Win32,60.41931001,,,,,,,,,,,0.7276,1,,,,,,,,,,,,,,,m,1,0.7276,,,,,,,,0.644257729,-0.222969198,0,0,0,,0,151,151,39,1,CANDY,C,old,m,./images/CANDY.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,33,2022-02-12_11h46.43.714,lexical_decision_task_DD_L4,2021.2.3,Win32,60.41931001,,,,,,,,,,,1.5296,0,,,,,,,,,,,,,,,z,0,1.5296,,,,,,,,0.644257729,-0.222969198,0,0,0,,0,152,152,10,1,GARDEN,HB,old,m,./images/GARDENHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,33,2022-02-12_11h46.43.714,lexical_decision_task_DD_L4,2021.2.3,Win32,60.41931001,,,,,,,,,,,0.9176,1,,,,,,,,,,,,,,,m,1,0.9176,,,,,,,,0.644257729,-0.222969198,0,0,0,,0,153,153,23,1,CLOTH,LB,old,m,./images/CLOTHLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,33,2022-02-12_11h46.43.714,lexical_decision_task_DD_L4,2021.2.3,Win32,60.41931001,,,,,,,,,,,0.9912,1,,,,,,,,,,,,,,,m,1,0.9912,,,,,,,,0.644257729,-0.222969198,0,0,0,,0,154,154,58,1,CANOE,HB,old,m,./images/CANOEHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,33,2022-02-12_11h46.43.714,lexical_decision_task_DD_L4,2021.2.3,Win32,60.41931001,,,,,,,,,,,5.0713,1,,,,,,,,,,,,,,,z,1,5.0713,,,,,,,,0.644257729,-0.222969198,0,0,0,,0,155,155,128,1,GRIFT,LB,old,z,./images/GRIFTLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,33,2022-02-12_11h46.43.714,lexical_decision_task_DD_L4,2021.2.3,Win32,60.41931001,,,,,,,,,,,0.5799,1,,,,,,,,,,,,,,,z,1,0.5799,,,,,,,,0.644257729,-0.222969198,0,0,0,,0,156,156,119,1,PAFER,LB,old,z,./images/PAFERLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,33,2022-02-12_11h46.43.714,lexical_decision_task_DD_L4,2021.2.3,Win32,60.41931001,,,,,,,,,,,0.5781,1,,,,,,,,,,,,,,,m,1,0.5781,,,,,,,,0.644257729,-0.222969198,0,0,0,,0,157,157,24,1,FLESH,C,old,m,./images/FLESH.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,33,2022-02-12_11h46.43.714,lexical_decision_task_DD_L4,2021.2.3,Win32,60.41931001,,,,,,,,,,,0.5083,1,,,,,,,,,,,,,,,m,1,0.5083,,,,,,,,0.644257729,-0.222969198,0,0,0,,0,158,158,32,1,HOCKEY,LB,old,m,./images/HOCKEYLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,33,2022-02-12_11h46.43.714,lexical_decision_task_DD_L4,2021.2.3,Win32,60.41931001,,,,,,,,,,,0.643,1,,,,,,,,,,,,,,,m,1,0.643,,,,,,,,0.644257729,-0.222969198,0,0,0,,0,159,159,43,1,STOOL,HB,old,m,./images/STOOLHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,33,2022-02-12_11h46.43.714,lexical_decision_task_DD_L4,2021.2.3,Win32,60.41931001,,,,,,,,,,,0.567,1,,,,,,,,,,,,,,,m,1,0.567,,,,,,,,0.644257729,-0.222969198,0,0,0,,0,160,160,28,1,CASINO,HB,old,m,./images/CASINOHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,33,2022-02-12_11h46.43.714,lexical_decision_task_DD_L4,2021.2.3,Win32,60.41931001,,,,,,,,,,,1.2393,1,,,,,,,,,,,,,,,z,1,1.2393,,,,,,,,0.644257729,-0.222969198,0,0,0,,0,161,161,127,1,NINDY,HB,old,z,./images/NINDYHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,33,2022-02-12_11h46.43.714,lexical_decision_task_DD_L4,2021.2.3,Win32,60.41931001,,,,,,,,,,,0.6846,1,,,,,,,,,,,,,,,m,1,0.6846,,,,,,,,0.644257729,-0.222969198,0,0,0,,0,162,162,19,1,DONKEY,HB,old,m,./images/DONKEYHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,33,2022-02-12_11h46.43.714,lexical_decision_task_DD_L4,2021.2.3,Win32,60.41931001,,,,,,,,,,,0.6745,1,,,,,,,,,,,,,,,m,1,0.6745,,,,,,,,0.644257729,-0.222969198,0,0,0,,0,163,163,1,1,TOWEL,HB,old,m,./images/TOWELHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,33,2022-02-12_11h46.43.714,lexical_decision_task_DD_L4,2021.2.3,Win32,60.41931001,,,,,,,,,,,0.4647,1,,,,,,,,,,,,,,,m,1,0.4647,,,,,,,,0.644257729,-0.222969198,0,0,0,,0,164,164,78,1,BROOM,C,old,m,./images/BROOM.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,33,2022-02-12_11h46.43.714,lexical_decision_task_DD_L4,2021.2.3,Win32,60.41931001,,,,,,,,,,,0.5009,1,,,,,,,,,,,,,,,m,1,0.5009,,,,,,,,0.644257729,-0.222969198,0,0,0,,0,165,165,72,1,FLASK,C,old,m,./images/FLASK.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
