key_resp.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,age,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,response.rt,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practrials.thisRepN,practrials.thisTrialN,practrials.thisN,practrials.thisIndex,practrials.ran,TrialID,Target,corrAns,key_resp.rt,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,maintrials.thisRepN,maintrials.thisTrialN,maintrials.thisN,maintrials.thisIndex,maintrials.ran,string,blur,study,lex,stim_path,break_done_keyboard.rt,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,slider.response,slider.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,test_instructions.thisRepN,test_instructions.thisTrialN,test_instructions.thisN,test_instructions.thisIndex,test_instructions.ran,key_resp_3.keys,key_resp_3.corr,test_click.x,test_click.y,test_click.leftButton,test_click.midButton,test_click.rightButton,test_click.time,test_click.clicked_name,test_phase.thisRepN,test_phase.thisTrialN,test_phase.thisN,test_phase.thisIndex,test_phase.ran,key_resp_3.rt
,,,,,,,,,,,,,,,,,5da4152a3ab39a0011295a3e,1,2022-02-12_14h51.36.613,lexical_decision_task_DD,2021.2.3,Win32,60.12144532,,,,,,,,,,,0.618,1,,,,,,,,,,,,,,,m,1,0.618,,,,,,,,0.887962963,-0.268518519,0,0,0,,0,94,94,78,1,LITTER,C,old,m,./images/LITTER.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5da4152a3ab39a0011295a3e,1,2022-02-12_14h51.36.613,lexical_decision_task_DD,2021.2.3,Win32,60.12144532,,,,,,,,,,,0.7031,1,,,,,,,,,,,,,,,z,1,0.7031,,,,,,,,0.887962963,-0.268518519,0,0,0,,0,95,95,108,1,GRUET,C,old,z,./images/GRUET.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5da4152a3ab39a0011295a3e,1,2022-02-12_14h51.36.613,lexical_decision_task_DD,2021.2.3,Win32,60.12144532,,,,,,,,,,,1.3246,1,,,,,,,,,,,,,,,z,1,1.3246,,,,,,,,0.887962963,-0.268518519,0,0,0,,0,96,96,136,1,WERVE,HB,old,z,./images/WERVEHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5da4152a3ab39a0011295a3e,1,2022-02-12_14h51.36.613,lexical_decision_task_DD,2021.2.3,Win32,60.12144532,,,,,,,,,,,1.0213,1,,,,,,,,,,,,,,,m,1,1.0213,,,,,,,,0.887962963,-0.268518519,0,0,0,,0,97,97,50,1,MALLET,LB,old,m,./images/MALLETLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5da4152a3ab39a0011295a3e,1,2022-02-12_14h51.36.613,lexical_decision_task_DD,2021.2.3,Win32,60.12144532,,,,,,,,,,,0.6225,1,,,,,,,,,,,,,,,m,1,0.6225,,,,,,,,0.887962963,-0.268518519,0,0,0,,0,98,98,3,1,FINGER,C,old,m,./images/FINGER.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5da4152a3ab39a0011295a3e,1,2022-02-12_14h51.36.613,lexical_decision_task_DD,2021.2.3,Win32,60.12144532,,,,,,,,,,,0.983,1,,,,,,,,,,,,,,,z,1,0.983,,,,,,,,0.887962963,-0.268518519,0,0,0,,0,99,99,148,1,JOMS,HB,old,z,./images/JOMSHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5da4152a3ab39a0011295a3e,1,2022-02-12_14h51.36.613,lexical_decision_task_DD,2021.2.3,Win32,60.12144532,,,,,,,,,,,0.6799,1,,,,,,,,,,,,,,,z,1,0.6799,,,,,,,,0.887962963,-0.268518519,0,0,0,,0,100,100,150,1,NOOLS,C,old,z,./images/NOOLS.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5da4152a3ab39a0011295a3e,1,2022-02-12_14h51.36.613,lexical_decision_task_DD,2021.2.3,Win32,60.12144532,,,,,,,,,,,0.8298,1,,,,,,,,,,,,,,,m,1,0.8298,,,,,,,,0.887962963,-0.268518519,0,0,0,,0,101,101,5,1,PASTA,LB,old,m,./images/PASTALB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5da4152a3ab39a0011295a3e,1,2022-02-12_14h51.36.613,lexical_decision_task_DD,2021.2.3,Win32,60.12144532,,,,,,,,,,,0.8941,1,,,,,,,,,,,,,,,z,1,0.8941,,,,,,,,0.887962963,-0.268518519,0,0,0,,0,102,102,90,1,NEAST,C,old,z,./images/NEAST.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5da4152a3ab39a0011295a3e,1,2022-02-12_14h51.36.613,lexical_decision_task_DD,2021.2.3,Win32,60.12144532,,,,,,,,,,,0.8095,1,,,,,,,,,,,,,,,m,1,0.8095,,,,,,,,0.887962963,-0.268518519,0,0,0,,0,103,103,6,1,SQUARE,C,old,m,./images/SQUARE.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5da4152a3ab39a0011295a3e,1,2022-02-12_14h51.36.613,lexical_decision_task_DD,2021.2.3,Win32,60.12144532,,,,,,,,,,,0.968,1,,,,,,,,,,,,,,,z,1,0.968,,,,,,,,0.887962963,-0.268518519,0,0,0,,0,104,104,164,1,SGREW,LB,old,z,./images/SGREWLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5da4152a3ab39a0011295a3e,1,2022-02-12_14h51.36.613,lexical_decision_task_DD,2021.2.3,Win32,60.12144532,,,,,,,,,,,0.697,1,,,,,,,,,,,,,,,z,1,0.697,,,,,,,,0.887962963,-0.268518519,0,0,0,,0,105,105,89,1,DRIEK,LB,old,z,./images/DRIEKLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5da4152a3ab39a0011295a3e,1,2022-02-12_14h51.36.613,lexical_decision_task_DD,2021.2.3,Win32,60.12144532,,,,,,,,,,,1.0798,1,,,,,,,,,,,,,,,z,1,1.0798,,,,,,,,0.887962963,-0.268518519,0,0,0,,0,106,106,141,1,PLEET,C,old,z,./images/PLEET.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5da4152a3ab39a0011295a3e,1,2022-02-12_14h51.36.613,lexical_decision_task_DD,2021.2.3,Win32,60.12144532,,,,,,,,,,,0.7219,0,,,,,,,,,,,,,,,z,0,0.7219,,,,,,,,0.887962963,-0.268518519,0,0,0,,0,107,107,72,1,NOOSE,C,old,m,./images/NOOSE.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5da4152a3ab39a0011295a3e,1,2022-02-12_14h51.36.613,lexical_decision_task_DD,2021.2.3,Win32,60.12144532,,,,,,,,,,,0.5565,1,,,,,,,,,,,,,,,m,1,0.5565,,,,,,,,0.887962963,-0.268518519,0,0,0,,0,108,108,48,1,SPORT,C,old,m,./images/SPORT.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5da4152a3ab39a0011295a3e,1,2022-02-12_14h51.36.613,lexical_decision_task_DD,2021.2.3,Win32,60.12144532,,,,,,,,,,,0.8856,1,,,,,,,,,,,,,,,m,1,0.8856,,,,,,,,0.887962963,-0.268518519,0,0,0,,0,109,109,79,1,CRUST,HB,old,m,./images/CRUSTHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5da4152a3ab39a0011295a3e,1,2022-02-12_14h51.36.613,lexical_decision_task_DD,2021.2.3,Win32,60.12144532,,,,,,,,,,,0.716,1,,,,,,,,,,,,,,,m,1,0.716,,,,,,,,0.887962963,-0.268518519,0,0,0,,0,110,110,69,1,COOKER,C,old,m,./images/COOKER.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5da4152a3ab39a0011295a3e,1,2022-02-12_14h51.36.613,lexical_decision_task_DD,2021.2.3,Win32,60.12144532,,,,,,,,,,,0.6134,1,,,,,,,,,,,,,,,m,1,0.6134,,,,,,,,0.887962963,-0.268518519,0,0,0,,0,111,111,21,1,KIDNEY,C,old,m,./images/KIDNEY.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5da4152a3ab39a0011295a3e,1,2022-02-12_14h51.36.613,lexical_decision_task_DD,2021.2.3,Win32,60.12144532,,,,,,,,,,,1.4011,1,,,,,,,,,,,,,,,z,1,1.4011,,,,,,,,0.887962963,-0.268518519,0,0,0,,0,112,112,124,1,TUNCH,HB,old,z,./images/TUNCHHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5da4152a3ab39a0011295a3e,1,2022-02-12_14h51.36.613,lexical_decision_task_DD,2021.2.3,Win32,60.12144532,,,,,,,,,,,1.4104,1,,,,,,,,,,,,,,,m,1,1.4104,,,,,,,,0.887962963,-0.268518519,0,0,0,,0,113,113,73,1,SNACK,HB,old,m,./images/SNACKHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5da4152a3ab39a0011295a3e,1,2022-02-12_14h51.36.613,lexical_decision_task_DD,2021.2.3,Win32,60.12144532,,,,,,,,,,,1.618,1,,,,,,,,,,,,,,,m,1,1.618,,,,,,,,0.887962963,-0.268518519,0,0,0,,0,114,114,22,1,MELON,HB,old,m,./images/MELONHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5da4152a3ab39a0011295a3e,1,2022-02-12_14h51.36.613,lexical_decision_task_DD,2021.2.3,Win32,60.12144532,,,,,,,,,,,0.7707,1,,,,,,,,,,,,,,,z,1,0.7707,,,,,,,,0.887962963,-0.268518519,0,0,0,,0,115,115,149,1,VEASE,LB,old,z,./images/VEASELB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5da4152a3ab39a0011295a3e,1,2022-02-12_14h51.36.613,lexical_decision_task_DD,2021.2.3,Win32,60.12144532,,,,,,,,,,,0.6671,1,,,,,,,,,,,,,,,z,1,0.6671,,,,,,,,0.887962963,-0.268518519,0,0,0,,0,116,116,156,1,HIXES,C,old,z,./images/HIXES.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5da4152a3ab39a0011295a3e,1,2022-02-12_14h51.36.613,lexical_decision_task_DD,2021.2.3,Win32,60.12144532,,,,,,,,,,,0.8233,1,,,,,,,,,,,,,,,z,1,0.8233,,,,,,,,0.887962963,-0.268518519,0,0,0,,0,117,117,86,1,AIFED,LB,old,z,./images/AIFEDLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5da4152a3ab39a0011295a3e,1,2022-02-12_14h51.36.613,lexical_decision_task_DD,2021.2.3,Win32,60.12144532,,,,,,,,,,,1.6459,1,,,,,,,,,,,,,,,z,1,1.6459,,,,,,,,0.887962963,-0.268518519,0,0,0,,0,118,118,96,1,KEAMS,C,old,z,./images/KEAMS.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5da4152a3ab39a0011295a3e,1,2022-02-12_14h51.36.613,lexical_decision_task_DD,2021.2.3,Win32,60.12144532,,,,,,,,,,,1.8722,1,,,,,,,,,,,,,,,z,1,1.8722,,,,,,,,0.887962963,-0.268518519,0,0,0,,0,119,119,139,1,BLEAR,HB,old,z,./images/BLEARHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5da4152a3ab39a0011295a3e,1,2022-02-12_14h51.36.613,lexical_decision_task_DD,2021.2.3,Win32,60.12144532,,,,,,,,,,,0.7877,1,,,,,,,,,,,,,,,m,1,0.7877,,,,,,,,0.887962963,-0.268518519,0,0,0,,0,120,120,35,1,PEACH,LB,old,m,./images/PEACHLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5da4152a3ab39a0011295a3e,1,2022-02-12_14h51.36.613,lexical_decision_task_DD,2021.2.3,Win32,60.12144532,,,,,,,,,,,0.8061,1,,,,,,,,,,,,,,,z,1,0.8061,,,,,,,,0.887962963,-0.268518519,0,0,0,,0,121,121,125,1,MOOKY,LB,old,z,./images/MOOKYLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5da4152a3ab39a0011295a3e,1,2022-02-12_14h51.36.613,lexical_decision_task_DD,2021.2.3,Win32,60.12144532,,,,,,,,,,,0.6358,1,,,,,,,,,,,,,,,m,1,0.6358,,,,,,,,0.887962963,-0.268518519,0,0,0,,0,122,122,14,1,PICKLE,LB,old,m,./images/PICKLELB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5da4152a3ab39a0011295a3e,1,2022-02-12_14h51.36.613,lexical_decision_task_DD,2021.2.3,Win32,60.12144532,,,,,,,,,,,1.4177,1,,,,,,,,,,,,,,,z,1,1.4177,,,,,,,,0.887962963,-0.268518519,0,0,0,,0,123,123,91,1,SHENS,HB,old,z,./images/SHENSHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5da4152a3ab39a0011295a3e,1,2022-02-12_14h51.36.613,lexical_decision_task_DD,2021.2.3,Win32,60.12144532,,,,,,,,,,,1.019,1,,,,,,,,,,,,,,,z,1,1.019,,,,,,,,0.887962963,-0.268518519,0,0,0,,0,124,124,93,1,SMONE,C,old,z,./images/SMONE.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5da4152a3ab39a0011295a3e,1,2022-02-12_14h51.36.613,lexical_decision_task_DD,2021.2.3,Win32,60.12144532,,,,,,,,,,,0.82,1,,,,,,,,,,,,,,,m,1,0.82,,,,,,,,0.887962963,-0.268518519,0,0,0,space,0,125,125,64,1,JELLY,HB,old,m,./images/JELLYHB.png,1.2484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5da4152a3ab39a0011295a3e,1,2022-02-12_14h51.36.613,lexical_decision_task_DD,2021.2.3,Win32,60.12144532,,,,,,,,,,,0.7377,1,,,,,,,,,,,,,,,z,1,0.7377,,,,,,,,0.887962963,-0.268518519,0,0,0,,0,126,126,147,1,ZOLES,C,old,z,./images/ZOLES.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5da4152a3ab39a0011295a3e,1,2022-02-12_14h51.36.613,lexical_decision_task_DD,2021.2.3,Win32,60.12144532,,,,,,,,,,,1.004,1,,,,,,,,,,,,,,,m,1,1.004,,,,,,,,0.887962963,-0.268518519,0,0,0,,0,127,127,58,1,BABOON,HB,old,m,./images/BABOONHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5da4152a3ab39a0011295a3e,1,2022-02-12_14h51.36.613,lexical_decision_task_DD,2021.2.3,Win32,60.12144532,,,,,,,,,,,1.0934,1,,,,,,,,,,,,,,,m,1,1.0934,,,,,,,,0.887962963,-0.268518519,0,0,0,,0,128,128,63,1,MIRROR,C,old,m,./images/MIRROR.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5da4152a3ab39a0011295a3e,1,2022-02-12_14h51.36.613,lexical_decision_task_DD,2021.2.3,Win32,60.12144532,,,,,,,,,,,0.732,1,,,,,,,,,,,,,,,m,1,0.732,,,,,,,,0.887962963,-0.268518519,0,0,0,,0,129,129,80,1,WEASEL,LB,old,m,./images/WEASELLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5da4152a3ab39a0011295a3e,1,2022-02-12_14h51.36.613,lexical_decision_task_DD,2021.2.3,Win32,60.12144532,,,,,,,,,,,0.9112,1,,,,,,,,,,,,,,,z,1,0.9112,,,,,,,,0.887962963,-0.268518519,0,0,0,,0,130,130,129,1,PRANS,C,old,z,./images/PRANS.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5da4152a3ab39a0011295a3e,1,2022-02-12_14h51.36.613,lexical_decision_task_DD,2021.2.3,Win32,60.12144532,,,,,,,,,,,0.8981,1,,,,,,,,,,,,,,,m,1,0.8981,,,,,,,,0.887962963,-0.268518519,0,0,0,,0,131,131,65,1,FARMER,LB,old,m,./images/FARMERLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5da4152a3ab39a0011295a3e,1,2022-02-12_14h51.36.613,lexical_decision_task_DD,2021.2.3,Win32,60.12144532,,,,,,,,,,,1.2826,1,,,,,,,,,,,,,,,m,1,1.2826,,,,,,,,0.887962963,-0.268518519,0,0,0,,0,132,132,7,1,PAINT,HB,old,m,./images/PAINTHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5da4152a3ab39a0011295a3e,1,2022-02-12_14h51.36.613,lexical_decision_task_DD,2021.2.3,Win32,60.12144532,,,,,,,,,,,1.5883,1,,,,,,,,,,,,,,,z,1,1.5883,,,,,,,,0.887962963,-0.268518519,0,0,0,,0,133,133,92,1,PAIMS,LB,old,z,./images/PAIMSLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5da4152a3ab39a0011295a3e,1,2022-02-12_14h51.36.613,lexical_decision_task_DD,2021.2.3,Win32,60.12144532,,,,,,,,,,,0.8839,1,,,,,,,,,,,,,,,z,1,0.8839,,,,,,,,0.887962963,-0.268518519,0,0,0,,0,134,134,161,1,BLAPS,LB,old,z,./images/BLAPSLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5da4152a3ab39a0011295a3e,1,2022-02-12_14h51.36.613,lexical_decision_task_DD,2021.2.3,Win32,60.12144532,,,,,,,,,,,0.7963,1,,,,,,,,,,,,,,,m,1,0.7963,,,,,,,,0.887962963,-0.268518519,0,0,0,,0,135,135,32,1,BARREL,LB,old,m,./images/BARRELLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5da4152a3ab39a0011295a3e,1,2022-02-12_14h51.36.613,lexical_decision_task_DD,2021.2.3,Win32,60.12144532,,,,,,,,,,,1.6034,1,,,,,,,,,,,,,,,m,1,1.6034,,,,,,,,0.887962963,-0.268518519,0,0,0,,0,136,136,82,1,SUNSET,HB,old,m,./images/SUNSETHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5da4152a3ab39a0011295a3e,1,2022-02-12_14h51.36.613,lexical_decision_task_DD,2021.2.3,Win32,60.12144532,,,,,,,,,,,1.4583,1,,,,,,,,,,,,,,,m,1,1.4583,,,,,,,,0.887962963,-0.268518519,0,0,0,,0,137,137,31,1,QUILL,HB,old,m,./images/QUILLHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5da4152a3ab39a0011295a3e,1,2022-02-12_14h51.36.613,lexical_decision_task_DD,2021.2.3,Win32,60.12144532,,,,,,,,,,,0.8087,1,,,,,,,,,,,,,,,m,1,0.8087,,,,,,,,0.887962963,-0.268518519,0,0,0,,0,138,138,45,1,KITTEN,C,old,m,./images/KITTEN.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5da4152a3ab39a0011295a3e,1,2022-02-12_14h51.36.613,lexical_decision_task_DD,2021.2.3,Win32,60.12144532,,,,,,,,,,,0.8709,1,,,,,,,,,,,,,,,z,1,0.8709,,,,,,,,0.887962963,-0.268518519,0,0,0,,0,139,139,131,1,NACES,LB,old,z,./images/NACESLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5da4152a3ab39a0011295a3e,1,2022-02-12_14h51.36.613,lexical_decision_task_DD,2021.2.3,Win32,60.12144532,,,,,,,,,,,1.5349,1,,,,,,,,,,,,,,,z,1,1.5349,,,,,,,,0.887962963,-0.268518519,0,0,0,,0,140,140,151,1,TINKY,HB,old,z,./images/TINKYHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5da4152a3ab39a0011295a3e,1,2022-02-12_14h51.36.613,lexical_decision_task_DD,2021.2.3,Win32,60.12144532,,,,,,,,,,,1.5243,1,,,,,,,,,,,,,,,z,1,1.5243,,,,,,,,0.887962963,-0.268518519,0,0,0,,0,141,141,106,1,CLUMS,HB,old,z,./images/CLUMSHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5da4152a3ab39a0011295a3e,1,2022-02-12_14h51.36.613,lexical_decision_task_DD,2021.2.3,Win32,60.12144532,,,,,,,,,,,1.0115,1,,,,,,,,,,,,,,,z,1,1.0115,,,,,,,,0.887962963,-0.268518519,0,0,0,,0,142,142,140,1,DOVET,LB,old,z,./images/DOVETLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5da4152a3ab39a0011295a3e,1,2022-02-12_14h51.36.613,lexical_decision_task_DD,2021.2.3,Win32,60.12144532,,,,,,,,,,,0.7085,1,,,,,,,,,,,,,,,m,1,0.7085,,,,,,,,0.887962963,-0.268518519,0,0,0,,0,143,143,2,1,BEARD,LB,old,m,./images/BEARDLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5da4152a3ab39a0011295a3e,1,2022-02-12_14h51.36.613,lexical_decision_task_DD,2021.2.3,Win32,60.12144532,,,,,,,,,,,0.7431,1,,,,,,,,,,,,,,,m,1,0.7431,,,,,,,,0.887962963,-0.268518519,0,0,0,,0,144,144,71,1,PIMPLE,LB,old,m,./images/PIMPLELB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5da4152a3ab39a0011295a3e,1,2022-02-12_14h51.36.613,lexical_decision_task_DD,2021.2.3,Win32,60.12144532,,,,,,,,,,,0.8408,1,,,,,,,,,,,,,,,m,1,0.8408,,,,,,,,0.887962963,-0.268518519,0,0,0,,0,145,145,47,1,BERRY,LB,old,m,./images/BERRYLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5da4152a3ab39a0011295a3e,1,2022-02-12_14h51.36.613,lexical_decision_task_DD,2021.2.3,Win32,60.12144532,,,,,,,,,,,0.6605,1,,,,,,,,,,,,,,,z,1,0.6605,,,,,,,,0.887962963,-0.268518519,0,0,0,,0,146,146,144,1,NAIRY,C,old,z,./images/NAIRY.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5da4152a3ab39a0011295a3e,1,2022-02-12_14h51.36.613,lexical_decision_task_DD,2021.2.3,Win32,60.12144532,,,,,,,,,,,1.034,1,,,,,,,,,,,,,,,z,1,1.034,,,,,,,,0.887962963,-0.268518519,0,0,0,,0,147,147,114,1,RIKES,C,old,z,./images/RIKES.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5da4152a3ab39a0011295a3e,1,2022-02-12_14h51.36.613,lexical_decision_task_DD,2021.2.3,Win32,60.12144532,,,,,,,,,,,1.0925,1,,,,,,,,,,,,,,,z,1,1.0925,,,,,,,,0.887962963,-0.268518519,0,0,0,,0,148,148,146,1,MOOST,LB,old,z,./images/MOOSTLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5da4152a3ab39a0011295a3e,1,2022-02-12_14h51.36.613,lexical_decision_task_DD,2021.2.3,Win32,60.12144532,,,,,,,,,,,1.7749,1,,,,,,,,,,,,,,,z,1,1.7749,,,,,,,,0.887962963,-0.268518519,0,0,0,,0,149,149,112,1,MYING,HB,old,z,./images/MYINGHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5da4152a3ab39a0011295a3e,1,2022-02-12_14h51.36.613,lexical_decision_task_DD,2021.2.3,Win32,60.12144532,,,,,,,,,,,0.8237,1,,,,,,,,,,,,,,,z,1,0.8237,,,,,,,,0.887962963,-0.268518519,0,0,0,,0,150,150,132,1,SCIFF,C,old,z,./images/SCIFF.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5da4152a3ab39a0011295a3e,1,2022-02-12_14h51.36.613,lexical_decision_task_DD,2021.2.3,Win32,60.12144532,,,,,,,,,,,1.6601,1,,,,,,,,,,,,,,,z,1,1.6601,,,,,,,,0.887962963,-0.268518519,0,0,0,,0,151,151,165,1,TROWN,C,old,z,./images/TROWN.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5da4152a3ab39a0011295a3e,1,2022-02-12_14h51.36.613,lexical_decision_task_DD,2021.2.3,Win32,60.12144532,,,,,,,,,,,1.3891,1,,,,,,,,,,,,,,,m,1,1.3891,,,,,,,,0.887962963,-0.268518519,0,0,0,,0,152,152,46,1,PEARL,HB,old,m,./images/PEARLHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5da4152a3ab39a0011295a3e,1,2022-02-12_14h51.36.613,lexical_decision_task_DD,2021.2.3,Win32,60.12144532,,,,,,,,,,,1.5044,1,,,,,,,,,,,,,,,z,1,1.5044,,,,,,,,0.887962963,-0.268518519,0,0,0,,0,153,153,128,1,GRIFT,LB,old,z,./images/GRIFTLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
