key_resp.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,age,date,expName,psychopyVersion,OS,frameRate,key_resp.rt,response.keys,response.corr,response.rt,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practrials.thisRepN,practrials.thisTrialN,practrials.thisN,practrials.thisIndex,practrials.ran,TrialID,Target,corrAns,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,maintrials.thisRepN,maintrials.thisTrialN,maintrials.thisN,maintrials.thisIndex,maintrials.ran,string,blur,study,lex,stim_path,break_done_keyboard.rt,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,slider.response,slider.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,test_instructions.thisRepN,test_instructions.thisTrialN,test_instructions.thisN,test_instructions.thisIndex,test_instructions.ran,key_resp_3.keys,key_resp_3.corr,test_click.x,test_click.y,test_click.leftButton,test_click.midButton,test_click.rightButton,test_click.time,test_click.clicked_name,test_phase.thisRepN,test_phase.thisTrialN,test_phase.thisN,test_phase.thisIndex,test_phase.ran,break_done_touch.clicked_name
,,,,,,,,,,,,,,,,,5c8ec999bb6a3c00014acf5f,53,2022-02-12_14h57.06.875,lexical_decision_task_DD,2021.2.3,Win32,60.06366749,,,,,,,,,,,,1.5071,1,,,,,,,,,,,,,,z,1,1.5071,,,,,,,,0.888020833,-0.313802083,0,0,0,,0,94,94,159,1,CUDDY,C,old,z,./images/CUDDY.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8ec999bb6a3c00014acf5f,53,2022-02-12_14h57.06.875,lexical_decision_task_DD,2021.2.3,Win32,60.06366749,,,,,,,,,,,,0.5959,1,,,,,,,,,,,,,,m,1,0.5959,,,,,,,,0.888020833,-0.313802083,0,0,0,,0,95,95,74,1,CEMENT,LB,old,m,./images/CEMENTLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8ec999bb6a3c00014acf5f,53,2022-02-12_14h57.06.875,lexical_decision_task_DD,2021.2.3,Win32,60.06366749,,,,,,,,,,,,1.3001,1,,,,,,,,,,,,,,z,1,1.3001,,,,,,,,0.888020833,-0.313802083,0,0,0,,0,96,96,127,1,NINDY,HB,old,z,./images/NINDYHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8ec999bb6a3c00014acf5f,53,2022-02-12_14h57.06.875,lexical_decision_task_DD,2021.2.3,Win32,60.06366749,,,,,,,,,,,,1.7165,1,,,,,,,,,,,,,,z,1,1.7165,,,,,,,,0.888020833,-0.313802083,0,0,0,,0,97,97,162,1,LEICH,C,old,z,./images/LEICH.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8ec999bb6a3c00014acf5f,53,2022-02-12_14h57.06.875,lexical_decision_task_DD,2021.2.3,Win32,60.06366749,,,,,,,,,,,,0.5653,1,,,,,,,,,,,,,,m,1,0.5653,,,,,,,,0.888020833,-0.313802083,0,0,0,,0,98,98,53,1,CARPET,LB,old,m,./images/CARPETLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8ec999bb6a3c00014acf5f,53,2022-02-12_14h57.06.875,lexical_decision_task_DD,2021.2.3,Win32,60.06366749,,,,,,,,,,,,1.0921,1,,,,,,,,,,,,,,m,1,1.0921,,,,,,,,0.888020833,-0.313802083,0,0,0,,0,99,99,19,1,DOUGH,HB,old,m,./images/DOUGHHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8ec999bb6a3c00014acf5f,53,2022-02-12_14h57.06.875,lexical_decision_task_DD,2021.2.3,Win32,60.06366749,,,,,,,,,,,,1.9521,1,,,,,,,,,,,,,,z,1,1.9521,,,,,,,,0.888020833,-0.313802083,0,0,0,,0,100,100,110,1,CRUNK,LB,old,z,./images/CRUNKLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8ec999bb6a3c00014acf5f,53,2022-02-12_14h57.06.875,lexical_decision_task_DD,2021.2.3,Win32,60.06366749,,,,,,,,,,,,2.2455,1,,,,,,,,,,,,,,z,1,2.2455,,,,,,,,0.888020833,-0.313802083,0,0,0,,0,101,101,94,1,BLANS,HB,old,z,./images/BLANSHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8ec999bb6a3c00014acf5f,53,2022-02-12_14h57.06.875,lexical_decision_task_DD,2021.2.3,Win32,60.06366749,,,,,,,,,,,,1.7101,1,,,,,,,,,,,,,,z,1,1.7101,,,,,,,,0.888020833,-0.313802083,0,0,0,,0,102,102,109,1,BURGE,HB,old,z,./images/BURGEHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8ec999bb6a3c00014acf5f,53,2022-02-12_14h57.06.875,lexical_decision_task_DD,2021.2.3,Win32,60.06366749,,,,,,,,,,,,2.1874,1,,,,,,,,,,,,,,z,1,2.1874,,,,,,,,0.888020833,-0.313802083,0,0,0,,0,103,103,121,1,CEERS,HB,old,z,./images/CEERSHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8ec999bb6a3c00014acf5f,53,2022-02-12_14h57.06.875,lexical_decision_task_DD,2021.2.3,Win32,60.06366749,,,,,,,,,,,,0.6034,1,,,,,,,,,,,,,,m,1,0.6034,,,,,,,,0.888020833,-0.313802083,0,0,0,,0,104,104,29,1,CRUMB,LB,old,m,./images/CRUMBLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8ec999bb6a3c00014acf5f,53,2022-02-12_14h57.06.875,lexical_decision_task_DD,2021.2.3,Win32,60.06366749,,,,,,,,,,,,0.9328,1,,,,,,,,,,,,,,z,1,0.9328,,,,,,,,0.888020833,-0.313802083,0,0,0,,0,105,105,156,1,HIXES,C,old,z,./images/HIXES.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8ec999bb6a3c00014acf5f,53,2022-02-12_14h57.06.875,lexical_decision_task_DD,2021.2.3,Win32,60.06366749,,,,,,,,,,,,0.8861,1,,,,,,,,,,,,,,z,1,0.8861,,,,,,,,0.888020833,-0.313802083,0,0,0,,0,106,106,134,1,TROSS,LB,old,z,./images/TROSSLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8ec999bb6a3c00014acf5f,53,2022-02-12_14h57.06.875,lexical_decision_task_DD,2021.2.3,Win32,60.06366749,,,,,,,,,,,,0.7968,1,,,,,,,,,,,,,,m,1,0.7968,,,,,,,,0.888020833,-0.313802083,0,0,0,,0,107,107,28,1,FALCON,HB,old,m,./images/FALCONHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8ec999bb6a3c00014acf5f,53,2022-02-12_14h57.06.875,lexical_decision_task_DD,2021.2.3,Win32,60.06366749,,,,,,,,,,,,0.8634,1,,,,,,,,,,,,,,z,1,0.8634,,,,,,,,0.888020833,-0.313802083,0,0,0,,0,108,108,164,1,SGREW,LB,old,z,./images/SGREWLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8ec999bb6a3c00014acf5f,53,2022-02-12_14h57.06.875,lexical_decision_task_DD,2021.2.3,Win32,60.06366749,,,,,,,,,,,,0.9209,1,,,,,,,,,,,,,,z,1,0.9209,,,,,,,,0.888020833,-0.313802083,0,0,0,,0,109,109,87,1,TRING,C,old,z,./images/TRING.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8ec999bb6a3c00014acf5f,53,2022-02-12_14h57.06.875,lexical_decision_task_DD,2021.2.3,Win32,60.06366749,,,,,,,,,,,,0.9805,1,,,,,,,,,,,,,,z,1,0.9805,,,,,,,,0.888020833,-0.313802083,0,0,0,,0,110,110,133,1,POWDY,HB,old,z,./images/POWDYHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8ec999bb6a3c00014acf5f,53,2022-02-12_14h57.06.875,lexical_decision_task_DD,2021.2.3,Win32,60.06366749,,,,,,,,,,,,1.0409,1,,,,,,,,,,,,,,z,1,1.0409,,,,,,,,0.888020833,-0.313802083,0,0,0,,0,111,111,89,1,DRIEK,LB,old,z,./images/DRIEKLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8ec999bb6a3c00014acf5f,53,2022-02-12_14h57.06.875,lexical_decision_task_DD,2021.2.3,Win32,60.06366749,,,,,,,,,,,,0.7253,1,,,,,,,,,,,,,,z,1,0.7253,,,,,,,,0.888020833,-0.313802083,0,0,0,,0,112,112,149,1,VEASE,LB,old,z,./images/VEASELB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8ec999bb6a3c00014acf5f,53,2022-02-12_14h57.06.875,lexical_decision_task_DD,2021.2.3,Win32,60.06366749,,,,,,,,,,,,0.9399,1,,,,,,,,,,,,,,z,1,0.9399,,,,,,,,0.888020833,-0.313802083,0,0,0,,0,113,113,99,1,BACKY,C,old,z,./images/BACKY.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8ec999bb6a3c00014acf5f,53,2022-02-12_14h57.06.875,lexical_decision_task_DD,2021.2.3,Win32,60.06366749,,,,,,,,,,,,1.2359,1,,,,,,,,,,,,,,m,1,1.2359,,,,,,,,0.888020833,-0.313802083,0,0,0,,0,114,114,31,1,QUILL,HB,old,m,./images/QUILLHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8ec999bb6a3c00014acf5f,53,2022-02-12_14h57.06.875,lexical_decision_task_DD,2021.2.3,Win32,60.06366749,,,,,,,,,,,,0.7083,1,,,,,,,,,,,,,,z,1,0.7083,,,,,,,,0.888020833,-0.313802083,0,0,0,,0,115,115,86,1,AIFED,LB,old,z,./images/AIFEDLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8ec999bb6a3c00014acf5f,53,2022-02-12_14h57.06.875,lexical_decision_task_DD,2021.2.3,Win32,60.06366749,,,,,,,,,,,,1.0098,1,,,,,,,,,,,,,,z,1,1.0098,,,,,,,,0.888020833,-0.313802083,0,0,0,,0,116,116,124,1,TUNCH,HB,old,z,./images/TUNCHHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8ec999bb6a3c00014acf5f,53,2022-02-12_14h57.06.875,lexical_decision_task_DD,2021.2.3,Win32,60.06366749,,,,,,,,,,,,0.5681,1,,,,,,,,,,,,,,m,1,0.5681,,,,,,,,0.888020833,-0.313802083,0,0,0,,0,117,117,80,1,WEASEL,LB,old,m,./images/WEASELLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8ec999bb6a3c00014acf5f,53,2022-02-12_14h57.06.875,lexical_decision_task_DD,2021.2.3,Win32,60.06366749,,,,,,,,,,,,0.5107,1,,,,,,,,,,,,,,m,1,0.5107,,,,,,,,0.888020833,-0.313802083,0,0,0,,0,118,118,35,1,PEACH,LB,old,m,./images/PEACHLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8ec999bb6a3c00014acf5f,53,2022-02-12_14h57.06.875,lexical_decision_task_DD,2021.2.3,Win32,60.06366749,,,,,,,,,,,,0.5874,1,,,,,,,,,,,,,,m,1,0.5874,,,,,,,,0.888020833,-0.313802083,0,0,0,,0,119,119,5,1,PASTA,LB,old,m,./images/PASTALB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8ec999bb6a3c00014acf5f,53,2022-02-12_14h57.06.875,lexical_decision_task_DD,2021.2.3,Win32,60.06366749,,,,,,,,,,,,1.5169,1,,,,,,,,,,,,,,m,1,1.5169,,,,,,,,0.888020833,-0.313802083,0,0,0,,0,120,120,16,1,PENCE,HB,old,m,./images/PENCEHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8ec999bb6a3c00014acf5f,53,2022-02-12_14h57.06.875,lexical_decision_task_DD,2021.2.3,Win32,60.06366749,,,,,,,,,,,,0.6054,1,,,,,,,,,,,,,,m,1,0.6054,,,,,,,,0.888020833,-0.313802083,0,0,0,,0,121,121,64,1,JELLY,HB,old,m,./images/JELLYHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8ec999bb6a3c00014acf5f,53,2022-02-12_14h57.06.875,lexical_decision_task_DD,2021.2.3,Win32,60.06366749,,,,,,,,,,,,1.5577,1,,,,,,,,,,,,,,z,1,1.5577,,,,,,,,0.888020833,-0.313802083,0,0,0,,0,122,122,165,1,TROWN,C,old,z,./images/TROWN.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8ec999bb6a3c00014acf5f,53,2022-02-12_14h57.06.875,lexical_decision_task_DD,2021.2.3,Win32,60.06366749,,,,,,,,,,,,0.6268,1,,,,,,,,,,,,,,m,1,0.6268,,,,,,,,0.888020833,-0.313802083,0,0,0,,0,123,123,61,1,CANDLE,HB,old,m,./images/CANDLEHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8ec999bb6a3c00014acf5f,53,2022-02-12_14h57.06.875,lexical_decision_task_DD,2021.2.3,Win32,60.06366749,,,,,,,,,,,,0.6095,1,,,,,,,,,,,,,,m,1,0.6095,,,,,,,,0.888020833,-0.313802083,0,0,0,,0,124,124,59,1,BURIAL,LB,old,m,./images/BURIALLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8ec999bb6a3c00014acf5f,53,2022-02-12_14h57.06.875,lexical_decision_task_DD,2021.2.3,Win32,60.06366749,,,,,,,,,,,,0.5191,1,,,,,,,,,,,,,,m,1,0.5191,,,,,,,,0.888020833,-0.313802083,0,0,0,space,0,125,125,45,1,KITTEN,C,old,m,./images/KITTEN.png,1.2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8ec999bb6a3c00014acf5f,53,2022-02-12_14h57.06.875,lexical_decision_task_DD,2021.2.3,Win32,60.06366749,,,,,,,,,,,,0.9386,1,,,,,,,,,,,,,,z,1,0.9386,,,,,,,,0.888020833,-0.313802083,0,0,0,,0,126,126,119,1,PAFER,LB,old,z,./images/PAFERLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8ec999bb6a3c00014acf5f,53,2022-02-12_14h57.06.875,lexical_decision_task_DD,2021.2.3,Win32,60.06366749,,,,,,,,,,,,0.5568,1,,,,,,,,,,,,,,m,1,0.5568,,,,,,,,0.888020833,-0.313802083,0,0,0,,0,127,127,60,1,TWINS,C,old,m,./images/TWINS.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8ec999bb6a3c00014acf5f,53,2022-02-12_14h57.06.875,lexical_decision_task_DD,2021.2.3,Win32,60.06366749,,,,,,,,,,,,0.6517,1,,,,,,,,,,,,,,z,1,0.6517,,,,,,,,0.888020833,-0.313802083,0,0,0,,0,128,128,105,1,MOKER,C,old,z,./images/MOKER.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8ec999bb6a3c00014acf5f,53,2022-02-12_14h57.06.875,lexical_decision_task_DD,2021.2.3,Win32,60.06366749,,,,,,,,,,,,0.926,1,,,,,,,,,,,,,,z,1,0.926,,,,,,,,0.888020833,-0.313802083,0,0,0,,0,129,129,116,1,BALGY,LB,old,z,./images/BALGYLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8ec999bb6a3c00014acf5f,53,2022-02-12_14h57.06.875,lexical_decision_task_DD,2021.2.3,Win32,60.06366749,,,,,,,,,,,,0.662,1,,,,,,,,,,,,,,m,1,0.662,,,,,,,,0.888020833,-0.313802083,0,0,0,,0,130,130,22,1,MELON,HB,old,m,./images/MELONHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8ec999bb6a3c00014acf5f,53,2022-02-12_14h57.06.875,lexical_decision_task_DD,2021.2.3,Win32,60.06366749,,,,,,,,,,,,0.6097,1,,,,,,,,,,,,,,z,1,0.6097,,,,,,,,0.888020833,-0.313802083,0,0,0,,0,131,131,131,1,NACES,LB,old,z,./images/NACESLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8ec999bb6a3c00014acf5f,53,2022-02-12_14h57.06.875,lexical_decision_task_DD,2021.2.3,Win32,60.06366749,,,,,,,,,,,,1.2366,1,,,,,,,,,,,,,,z,1,1.2366,,,,,,,,0.888020833,-0.313802083,0,0,0,,0,132,132,118,1,BAVEL,HB,old,z,./images/BAVELHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8ec999bb6a3c00014acf5f,53,2022-02-12_14h57.06.875,lexical_decision_task_DD,2021.2.3,Win32,60.06366749,,,,,,,,,,,,0.7077,1,,,,,,,,,,,,,,z,1,0.7077,,,,,,,,0.888020833,-0.313802083,0,0,0,,0,133,133,96,1,KEAMS,C,old,z,./images/KEAMS.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8ec999bb6a3c00014acf5f,53,2022-02-12_14h57.06.875,lexical_decision_task_DD,2021.2.3,Win32,60.06366749,,,,,,,,,,,,0.5286,1,,,,,,,,,,,,,,m,1,0.5286,,,,,,,,0.888020833,-0.313802083,0,0,0,,0,134,134,3,1,FINGER,C,old,m,./images/FINGER.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8ec999bb6a3c00014acf5f,53,2022-02-12_14h57.06.875,lexical_decision_task_DD,2021.2.3,Win32,60.06366749,,,,,,,,,,,,0.5412,1,,,,,,,,,,,,,,m,1,0.5412,,,,,,,,0.888020833,-0.313802083,0,0,0,,0,135,135,15,1,GREASE,C,old,m,./images/GREASE.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8ec999bb6a3c00014acf5f,53,2022-02-12_14h57.06.875,lexical_decision_task_DD,2021.2.3,Win32,60.06366749,,,,,,,,,,,,0.7318,1,,,,,,,,,,,,,,z,1,0.7318,,,,,,,,0.888020833,-0.313802083,0,0,0,,0,136,136,113,1,LINEW,LB,old,z,./images/LINEWLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8ec999bb6a3c00014acf5f,53,2022-02-12_14h57.06.875,lexical_decision_task_DD,2021.2.3,Win32,60.06366749,,,,,,,,,,,,0.5641,1,,,,,,,,,,,,,,m,1,0.5641,,,,,,,,0.888020833,-0.313802083,0,0,0,,0,137,137,21,1,KIDNEY,C,old,m,./images/KIDNEY.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8ec999bb6a3c00014acf5f,53,2022-02-12_14h57.06.875,lexical_decision_task_DD,2021.2.3,Win32,60.06366749,,,,,,,,,,,,1.2113,1,,,,,,,,,,,,,,z,1,1.2113,,,,,,,,0.888020833,-0.313802083,0,0,0,,0,138,138,163,1,GAMBA,HB,old,z,./images/GAMBAHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8ec999bb6a3c00014acf5f,53,2022-02-12_14h57.06.875,lexical_decision_task_DD,2021.2.3,Win32,60.06366749,,,,,,,,,,,,0.9981,1,,,,,,,,,,,,,,z,1,0.9981,,,,,,,,0.888020833,-0.313802083,0,0,0,,0,139,139,88,1,GLUSH,HB,old,z,./images/GLUSHHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8ec999bb6a3c00014acf5f,53,2022-02-12_14h57.06.875,lexical_decision_task_DD,2021.2.3,Win32,60.06366749,,,,,,,,,,,,0.7129,1,,,,,,,,,,,,,,m,1,0.7129,,,,,,,,0.888020833,-0.313802083,0,0,0,,0,140,140,82,1,SUNSET,HB,old,m,./images/SUNSETHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8ec999bb6a3c00014acf5f,53,2022-02-12_14h57.06.875,lexical_decision_task_DD,2021.2.3,Win32,60.06366749,,,,,,,,,,,,0.7543,1,,,,,,,,,,,,,,z,1,0.7543,,,,,,,,0.888020833,-0.313802083,0,0,0,,0,141,141,135,1,JOODY,C,old,z,./images/JOODY.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8ec999bb6a3c00014acf5f,53,2022-02-12_14h57.06.875,lexical_decision_task_DD,2021.2.3,Win32,60.06366749,,,,,,,,,,,,0.5586,1,,,,,,,,,,,,,,m,1,0.5586,,,,,,,,0.888020833,-0.313802083,0,0,0,,0,142,142,23,1,WALRUS,LB,old,m,./images/WALRUSLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8ec999bb6a3c00014acf5f,53,2022-02-12_14h57.06.875,lexical_decision_task_DD,2021.2.3,Win32,60.06366749,,,,,,,,,,,,0.701,1,,,,,,,,,,,,,,z,1,0.701,,,,,,,,0.888020833,-0.313802083,0,0,0,,0,143,143,167,1,ZONET,LB,old,z,./images/ZONETLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8ec999bb6a3c00014acf5f,53,2022-02-12_14h57.06.875,lexical_decision_task_DD,2021.2.3,Win32,60.06366749,,,,,,,,,,,,1.2545,1,,,,,,,,,,,,,,m,1,1.2545,,,,,,,,0.888020833,-0.313802083,0,0,0,,0,144,144,67,1,SAILOR,HB,old,m,./images/SAILORHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8ec999bb6a3c00014acf5f,53,2022-02-12_14h57.06.875,lexical_decision_task_DD,2021.2.3,Win32,60.06366749,,,,,,,,,,,,0.7394,1,,,,,,,,,,,,,,z,1,0.7394,,,,,,,,0.888020833,-0.313802083,0,0,0,,0,145,145,102,1,DULLE,C,old,z,./images/DULLE.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8ec999bb6a3c00014acf5f,53,2022-02-12_14h57.06.875,lexical_decision_task_DD,2021.2.3,Win32,60.06366749,,,,,,,,,,,,1.4407,1,,,,,,,,,,,,,,z,1,1.4407,,,,,,,,0.888020833,-0.313802083,0,0,0,,0,146,146,145,1,LAMEL,HB,old,z,./images/LAMELHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8ec999bb6a3c00014acf5f,53,2022-02-12_14h57.06.875,lexical_decision_task_DD,2021.2.3,Win32,60.06366749,,,,,,,,,,,,1.3793,1,,,,,,,,,,,,,,z,1,1.3793,,,,,,,,0.888020833,-0.313802083,0,0,0,,0,147,147,112,1,MYING,HB,old,z,./images/MYINGHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8ec999bb6a3c00014acf5f,53,2022-02-12_14h57.06.875,lexical_decision_task_DD,2021.2.3,Win32,60.06366749,,,,,,,,,,,,0.5973,1,,,,,,,,,,,,,,m,1,0.5973,,,,,,,,0.888020833,-0.313802083,0,0,0,,0,148,148,73,1,SNACK,HB,old,m,./images/SNACKHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8ec999bb6a3c00014acf5f,53,2022-02-12_14h57.06.875,lexical_decision_task_DD,2021.2.3,Win32,60.06366749,,,,,,,,,,,,0.7707,1,,,,,,,,,,,,,,z,1,0.7707,,,,,,,,0.888020833,-0.313802083,0,0,0,,0,149,149,107,1,FASKS,LB,old,z,./images/FASKSLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8ec999bb6a3c00014acf5f,53,2022-02-12_14h57.06.875,lexical_decision_task_DD,2021.2.3,Win32,60.06366749,,,,,,,,,,,,0.5796,1,,,,,,,,,,,,,,m,1,0.5796,,,,,,,,0.888020833,-0.313802083,0,0,0,,0,150,150,63,1,MIRROR,C,old,m,./images/MIRROR.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8ec999bb6a3c00014acf5f,53,2022-02-12_14h57.06.875,lexical_decision_task_DD,2021.2.3,Win32,60.06366749,,,,,,,,,,,,1.0524,1,,,,,,,,,,,,,,m,1,1.0524,,,,,,,,0.888020833,-0.313802083,0,0,0,,0,151,151,40,1,SWING,HB,old,m,./images/SWINGHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8ec999bb6a3c00014acf5f,53,2022-02-12_14h57.06.875,lexical_decision_task_DD,2021.2.3,Win32,60.06366749,,,,,,,,,,,,0.51,1,,,,,,,,,,,,,,m,1,0.51,,,,,,,,0.888020833,-0.313802083,0,0,0,,0,152,152,51,1,ONION,C,old,m,./images/ONION.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8ec999bb6a3c00014acf5f,53,2022-02-12_14h57.06.875,lexical_decision_task_DD,2021.2.3,Win32,60.06366749,,,,,,,,,,,,0.654,1,,,,,,,,,,,,,,m,1,0.654,,,,,,,,0.888020833,-0.313802083,0,0,0,,0,153,153,13,1,MOTOR,HB,old,m,./images/MOTORHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
