key_resp.keys,key_resp.rt,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,age,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,response.rt,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practrials.thisRepN,practrials.thisTrialN,practrials.thisN,practrials.thisIndex,practrials.ran,TrialID,Target,corrAns,instr_done_touch.clicked_name,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,maintrials.thisRepN,maintrials.thisTrialN,maintrials.thisN,maintrials.thisIndex,maintrials.ran,string,blur,study,lex,stim_path,break_done_keyboard.rt,test_instructions.thisRepN,test_instructions.thisTrialN,test_instructions.thisN,test_instructions.thisIndex,test_instructions.ran,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,test_click.x,test_click.y,test_click.leftButton,test_click.midButton,test_click.rightButton,test_click.time,test_click.clicked_name,test_phase.thisRepN,test_phase.thisTrialN,test_phase.thisN,test_phase.thisIndex,test_phase.ran,break_done_touch.clicked_name
,,,,,,,,,,,,,,,,,198706,,2022-01-28_16h03.40.734,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.5626,1,,,,,,,,,,,,,,,z,1,0.5626,,,,,,,,-0.111848958,-0.395894097,0,0,0,,0,109,109,132,1,SCIFF,C,old,z,./images/SCIFF.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198706,,2022-01-28_16h03.40.734,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,1.0165,1,,,,,,,,,,,,,,,m,1,1.0165,,,,,,,,-0.111848958,-0.395894097,0,0,0,,0,110,110,13,1,MOTOR,LB,old,m,./images/MOTORLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198706,,2022-01-28_16h03.40.734,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.669,1,,,,,,,,,,,,,,,m,1,0.669,,,,,,,,-0.111848958,-0.395894097,0,0,0,,0,111,111,56,1,PACKET,C,old,m,./images/PACKET.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198706,,2022-01-28_16h03.40.734,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.6546,1,,,,,,,,,,,,,,,z,1,0.6546,,,,,,,,-0.111848958,-0.395894097,0,0,0,,0,112,112,100,1,DRIBS,HB,old,z,./images/DRIBSHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198706,,2022-01-28_16h03.40.734,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.7289,1,,,,,,,,,,,,,,,z,1,0.7289,,,,,,,,-0.111848958,-0.395894097,0,0,0,,0,113,113,145,1,LAMEL,HB,old,z,./images/LAMELHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198706,,2022-01-28_16h03.40.734,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.6652,1,,,,,,,,,,,,,,,z,1,0.6652,,,,,,,,-0.111848958,-0.395894097,0,0,0,,0,114,114,167,1,ZONET,LB,old,z,./images/ZONETLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198706,,2022-01-28_16h03.40.734,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.6067,1,,,,,,,,,,,,,,,z,1,0.6067,,,,,,,,-0.111848958,-0.395894097,0,0,0,,0,115,115,138,1,PLICE,C,old,z,./images/PLICE.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198706,,2022-01-28_16h03.40.734,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.6131,1,,,,,,,,,,,,,,,z,1,0.6131,,,,,,,,-0.111848958,-0.395894097,0,0,0,,0,116,116,101,1,GLEET,LB,old,z,./images/GLEETLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198706,,2022-01-28_16h03.40.734,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.531,1,,,,,,,,,,,,,,,z,1,0.531,,,,,,,,-0.111848958,-0.395894097,0,0,0,,0,117,117,164,1,SGREW,LB,old,z,./images/SGREWLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198706,,2022-01-28_16h03.40.734,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.5663,1,,,,,,,,,,,,,,,m,1,0.5663,,,,,,,,-0.111848958,-0.395894097,0,0,0,,0,118,118,76,1,INFANT,LB,old,m,./images/INFANTLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198706,,2022-01-28_16h03.40.734,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.4233,1,,,,,,,,,,,,,,,m,1,0.4233,,,,,,,,-0.111848958,-0.395894097,0,0,0,,0,119,119,32,1,BARREL,C,old,m,./images/BARREL.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198706,,2022-01-28_16h03.40.734,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.5265,1,,,,,,,,,,,,,,,m,1,0.5265,,,,,,,,-0.111848958,-0.395894097,0,0,0,,0,120,120,29,1,CRUMB,C,old,m,./images/CRUMB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198706,,2022-01-28_16h03.40.734,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.4541,1,,,,,,,,,,,,,,,m,1,0.4541,,,,,,,,-0.111848958,-0.395894097,0,0,0,,0,121,121,38,1,LADDER,C,old,m,./images/LADDER.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198706,,2022-01-28_16h03.40.734,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.4956,1,,,,,,,,,,,,,,,m,1,0.4956,,,,,,,,-0.111848958,-0.395894097,0,0,0,,0,122,122,6,1,SQUARE,HB,old,m,./images/SQUAREHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198706,,2022-01-28_16h03.40.734,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.4965,1,,,,,,,,,,,,,,,z,1,0.4965,,,,,,,,-0.111848958,-0.395894097,0,0,0,,0,123,123,95,1,HANTY,LB,old,z,./images/HANTYLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198706,,2022-01-28_16h03.40.734,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.4662,1,,,,,,,,,,,,,,,z,1,0.4662,,,,,,,,-0.111848958,-0.395894097,0,0,0,,0,124,124,114,1,RIKES,C,old,z,./images/RIKES.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198706,,2022-01-28_16h03.40.734,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.596,1,,,,,,,,,,,,,,,m,1,0.596,,,,,,,,-0.064652778,0.009010417,0,0,0,space,0,125,125,67,1,SAILOR,LB,old,m,./images/SAILORLB.png,18.2177,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198706,,2022-01-28_16h03.40.734,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.53,1,,,,,,,,,,,,,,,m,1,0.53,,,,,,,,-0.064652778,0.009010417,0,0,0,,0,126,126,28,1,FALCON,LB,old,m,./images/FALCONLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198706,,2022-01-28_16h03.40.734,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.6661,1,,,,,,,,,,,,,,,z,1,0.6661,,,,,,,,-0.064652778,0.009010417,0,0,0,,0,127,127,88,1,GLUSH,HB,old,z,./images/GLUSHHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198706,,2022-01-28_16h03.40.734,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.5626,0,,,,,,,,,,,,,,,z,0,0.5626,,,,,,,,-0.064652778,0.009010417,0,0,0,,0,128,128,43,1,MOSQUE,LB,old,m,./images/MOSQUELB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198706,,2022-01-28_16h03.40.734,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.848,1,,,,,,,,,,,,,,,z,1,0.848,,,,,,,,-0.064652778,0.009010417,0,0,0,,0,129,129,142,1,PLASK,HB,old,z,./images/PLASKHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198706,,2022-01-28_16h03.40.734,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.8883,1,,,,,,,,,,,,,,,z,1,0.8883,,,,,,,,-0.064652778,0.009010417,0,0,0,,0,130,130,130,1,CRILL,HB,old,z,./images/CRILLHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198706,,2022-01-28_16h03.40.734,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.7475,1,,,,,,,,,,,,,,,z,1,0.7475,,,,,,,,-0.064652778,0.009010417,0,0,0,,0,131,131,149,1,VEASE,LB,old,z,./images/VEASELB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198706,,2022-01-28_16h03.40.734,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.7963,1,,,,,,,,,,,,,,,z,1,0.7963,,,,,,,,-0.064652778,0.009010417,0,0,0,,0,132,132,97,1,CHIDS,HB,old,z,./images/CHIDSHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198706,,2022-01-28_16h03.40.734,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.6867,1,,,,,,,,,,,,,,,z,1,0.6867,,,,,,,,-0.064652778,0.009010417,0,0,0,,0,133,133,103,1,FLORT,HB,old,z,./images/FLORTHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198706,,2022-01-28_16h03.40.734,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.6004,1,,,,,,,,,,,,,,,z,1,0.6004,,,,,,,,-0.064652778,0.009010417,0,0,0,,0,134,134,133,1,POWDY,HB,old,z,./images/POWDYHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198706,,2022-01-28_16h03.40.734,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.6393,1,,,,,,,,,,,,,,,z,1,0.6393,,,,,,,,-0.064652778,0.009010417,0,0,0,,0,135,135,93,1,SMONE,C,old,z,./images/SMONE.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198706,,2022-01-28_16h03.40.734,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.7138,1,,,,,,,,,,,,,,,z,1,0.7138,,,,,,,,-0.064652778,0.009010417,0,0,0,,0,136,136,146,1,MOOST,LB,old,z,./images/MOOSTLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198706,,2022-01-28_16h03.40.734,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,1.1924,1,,,,,,,,,,,,,,,z,1,1.1924,,,,,,,,-0.064652778,0.009010417,0,0,0,,0,137,137,91,1,SHENS,HB,old,z,./images/SHENSHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198706,,2022-01-28_16h03.40.734,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.6154,1,,,,,,,,,,,,,,,z,1,0.6154,,,,,,,,-0.064652778,0.009010417,0,0,0,,0,138,138,140,1,DOVET,LB,old,z,./images/DOVETLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198706,,2022-01-28_16h03.40.734,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.5519,1,,,,,,,,,,,,,,,m,1,0.5519,,,,,,,,-0.064652778,0.009010417,0,0,0,,0,139,139,53,1,CARPET,C,old,m,./images/CARPET.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198706,,2022-01-28_16h03.40.734,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.4622,1,,,,,,,,,,,,,,,m,1,0.4622,,,,,,,,-0.064652778,0.009010417,0,0,0,,0,140,140,55,1,MUFFIN,LB,old,m,./images/MUFFINLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198706,,2022-01-28_16h03.40.734,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.639,1,,,,,,,,,,,,,,,z,1,0.639,,,,,,,,-0.064652778,0.009010417,0,0,0,,0,141,141,160,1,VEETS,HB,old,z,./images/VEETSHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198706,,2022-01-28_16h03.40.734,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.5899,1,,,,,,,,,,,,,,,z,1,0.5899,,,,,,,,-0.064652778,0.009010417,0,0,0,,0,142,142,150,1,NOOLS,C,old,z,./images/NOOLS.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198706,,2022-01-28_16h03.40.734,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.5053,1,,,,,,,,,,,,,,,m,1,0.5053,,,,,,,,-0.064652778,0.009010417,0,0,0,,0,143,143,51,1,ONION,HB,old,m,./images/ONIONHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198706,,2022-01-28_16h03.40.734,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.5585,1,,,,,,,,,,,,,,,m,1,0.5585,,,,,,,,-0.064652778,0.009010417,0,0,0,,0,144,144,44,1,LIZARD,C,old,m,./images/LIZARD.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198706,,2022-01-28_16h03.40.734,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.6573,1,,,,,,,,,,,,,,,z,1,0.6573,,,,,,,,-0.064652778,0.009010417,0,0,0,,0,145,145,121,1,CEERS,HB,old,z,./images/CEERSHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198706,,2022-01-28_16h03.40.734,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.4809,0,,,,,,,,,,,,,,,m,0,0.4809,,,,,,,,-0.064652778,0.009010417,0,0,0,,0,146,146,92,1,PAIMS,LB,old,z,./images/PAIMSLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198706,,2022-01-28_16h03.40.734,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.6399,1,,,,,,,,,,,,,,,m,1,0.6399,,,,,,,,-0.064652778,0.009010417,0,0,0,,0,147,147,21,1,KIDNEY,HB,old,m,./images/KIDNEYHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198706,,2022-01-28_16h03.40.734,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.603,1,,,,,,,,,,,,,,,m,1,0.603,,,,,,,,-0.064652778,0.009010417,0,0,0,,0,148,148,35,1,PEACH,C,old,m,./images/PEACH.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198706,,2022-01-28_16h03.40.734,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.5487,0,,,,,,,,,,,,,,,z,0,0.5487,,,,,,,,-0.064652778,0.009010417,0,0,0,,0,149,149,79,1,CRUST,LB,old,m,./images/CRUSTLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198706,,2022-01-28_16h03.40.734,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.6198,1,,,,,,,,,,,,,,,m,1,0.6198,,,,,,,,-0.064652778,0.009010417,0,0,0,,0,150,150,74,1,CEMENT,C,old,m,./images/CEMENT.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198706,,2022-01-28_16h03.40.734,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.5552,1,,,,,,,,,,,,,,,m,1,0.5552,,,,,,,,-0.064652778,0.009010417,0,0,0,,0,151,151,17,1,SKIING,C,old,m,./images/SKIING.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198706,,2022-01-28_16h03.40.734,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.87,0,,,,,,,,,,,,,,,z,0,0.87,,,,,,,,-0.064652778,0.009010417,0,0,0,,0,152,152,8,1,TULIP,C,old,m,./images/TULIP.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198706,,2022-01-28_16h03.40.734,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.9485,1,,,,,,,,,,,,,,,z,1,0.9485,,,,,,,,-0.064652778,0.009010417,0,0,0,,0,153,153,161,1,BLAPS,LB,old,z,./images/BLAPSLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198706,,2022-01-28_16h03.40.734,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.6014,1,,,,,,,,,,,,,,,z,1,0.6014,,,,,,,,-0.064652778,0.009010417,0,0,0,,0,154,154,87,1,TRING,C,old,z,./images/TRING.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198706,,2022-01-28_16h03.40.734,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.7897,1,,,,,,,,,,,,,,,m,1,0.7897,,,,,,,,-0.064652778,0.009010417,0,0,0,,0,155,155,58,1,BABOON,LB,old,m,./images/BABOONLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198706,,2022-01-28_16h03.40.734,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,1.1051,1,,,,,,,,,,,,,,,z,1,1.1051,,,,,,,,-0.064652778,0.009010417,0,0,0,,0,156,156,113,1,LINEW,LB,old,z,./images/LINEWLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198706,,2022-01-28_16h03.40.734,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,1.464,1,,,,,,,,,,,,,,,m,1,1.464,,,,,,,,-0.064652778,0.009010417,0,0,0,,0,157,157,81,1,POODLE,HB,old,m,./images/POODLEHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198706,,2022-01-28_16h03.40.734,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.6374,1,,,,,,,,,,,,,,,m,1,0.6374,,,,,,,,-0.064652778,0.009010417,0,0,0,,0,158,158,59,1,BURIAL,C,old,m,./images/BURIAL.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198706,,2022-01-28_16h03.40.734,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.629,1,,,,,,,,,,,,,,,m,1,0.629,,,,,,,,-0.064652778,0.009010417,0,0,0,,0,159,159,54,1,TRIPOD,HB,old,m,./images/TRIPODHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198706,,2022-01-28_16h03.40.734,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,1.748,1,,,,,,,,,,,,,,,m,1,1.748,,,,,,,,-0.064652778,0.009010417,0,0,0,,0,160,160,18,1,JAGUAR,HB,old,m,./images/JAGUARHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198706,,2022-01-28_16h03.40.734,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.8239,1,,,,,,,,,,,,,,,m,1,0.8239,,,,,,,,-0.064652778,0.009010417,0,0,0,,0,161,161,72,1,NOOSE,HB,old,m,./images/NOOSEHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198706,,2022-01-28_16h03.40.734,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.8147,1,,,,,,,,,,,,,,,z,1,0.8147,,,,,,,,-0.064652778,0.009010417,0,0,0,,0,162,162,136,1,WERVE,HB,old,z,./images/WERVEHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198706,,2022-01-28_16h03.40.734,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.953,1,,,,,,,,,,,,,,,z,1,0.953,,,,,,,,-0.064652778,0.009010417,0,0,0,,0,163,163,162,1,LEICH,C,old,z,./images/LEICH.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198706,,2022-01-28_16h03.40.734,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.7338,1,,,,,,,,,,,,,,,z,1,0.7338,,,,,,,,-0.064652778,0.009010417,0,0,0,,0,164,164,134,1,TROSS,LB,old,z,./images/TROSSLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198706,,2022-01-28_16h03.40.734,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.9867,1,,,,,,,,,,,,,,,z,1,0.9867,,,,,,,,-0.064652778,0.009010417,0,0,0,,0,165,165,125,1,MOOKY,LB,old,z,./images/MOOKYLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198706,,2022-01-28_16h03.40.734,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.8047,1,,,,,,,,,,,,,,,z,1,0.8047,,,,,,,,-0.064652778,0.009010417,0,0,0,,0,166,166,141,1,PLEET,C,old,z,./images/PLEET.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198706,,2022-01-28_16h03.40.734,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.6954,1,,,,,,,,,,,,,,,z,1,0.6954,,,,,,,,-0.064652778,0.009010417,0,0,0,,0,167,167,129,1,PRANS,C,old,z,./images/PRANS.png,,,,,,,,,,,,,,,,,,,,,,
space,10.6743,-0.064652778,0.009010417,0,0,0,,,,,,1,test,"In the next phase you will be presented with the words from the the first phase. Your job is to decide whether you remember seeing the word or not. If you remember seeing the word press ""old"" or type ""m"". If you do not remember seeing the word press ""new"" or type ""z"". Please press the space bar or click on continue to begin. ",,,198706,,2022-01-28_16h03.40.734,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,
,,-0.049583333,-0.385703125,1,0,0,,,,,,1,test,"In the next phase you will be presented with the words from the the first phase. Your job is to decide whether you remember seeing the word or not. If you remember seeing the word press ""old"" or type ""m"". If you do not remember seeing the word press ""new"" or type ""z"". Please press the space bar or click on continue to begin. ",,,198706,,2022-01-28_16h03.40.734,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,instr_done_button,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,,,,,,,,,,,,,,,,
,,-0.022239583,-0.400603299,1,0,0,,,,,,1,test,"In the next phase you will be presented with the words from the the first phase. Your job is to decide whether you remember seeing the word or not. If you remember seeing the word press ""old"" or type ""m"". If you do not remember seeing the word press ""new"" or type ""z"". Please press the space bar or click on continue to begin. ",,,198706,,2022-01-28_16h03.40.734,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,instr_done_button,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,1,,,,,,,,,,,,,,,,
space,0.6913,-0.022239583,-0.400603299,0,0,0,,,,,,1,test,"In the next phase you will be presented with the words from the the first phase. Your job is to decide whether you remember seeing the word or not. If you remember seeing the word press ""old"" or type ""m"". If you do not remember seeing the word press ""new"" or type ""z"". Please press the space bar or click on continue to begin. ",,,198706,,2022-01-28_16h03.40.734,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,1,,,,,,,,,,,,,,,,
space,1.0023,0.080299479,-0.131666667,0,0,0,,,,,,1,test,"In the next phase you will be presented with the words from the the first phase. Your job is to decide whether you remember seeing the word or not. If you remember seeing the word press ""old"" or type ""m"". If you do not remember seeing the word press ""new"" or type ""z"". Please press the space bar or click on continue to begin. ",,,198706,,2022-01-28_16h03.40.734,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198706,,2022-01-28_16h03.40.734,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,2.4742,1,,,,,,,,,,,,,,,,,,,,,,,,,0.080299479,-0.131666667,0,0,0,,,,,,,CLOUD,C,z,y,./images/CLOUD.png,,,,,,,z,1,2.4742,,,,,,,,0,0,0,110,1,
