key_resp.keys,key_resp.rt,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,age,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,response.rt,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practrials.thisRepN,practrials.thisTrialN,practrials.thisN,practrials.thisIndex,practrials.ran,TrialID,Target,corrAns,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,maintrials.thisRepN,maintrials.thisTrialN,maintrials.thisN,maintrials.thisIndex,maintrials.ran,string,blur,study,lex,stim_path,break_done_keyboard.rt,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,slider.response,slider.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,test_instructions.thisRepN,test_instructions.thisTrialN,test_instructions.thisN,test_instructions.thisIndex,test_instructions.ran,instr_done_touch.clicked_name,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,test_click.x,test_click.y,test_click.leftButton,test_click.midButton,test_click.rightButton,test_click.time,test_click.clicked_name,test_phase.thisRepN,test_phase.thisTrialN,test_phase.thisN,test_phase.thisIndex,test_phase.ran,break_done_touch.clicked_name
,,,,,,,,,,,,,,,,,5ddb44664a113aaa06465dbe,42,2022-02-12_17h18.38.048,lexical_decision_task_DD_L3,2021.2.3,Win32,60.51437216,,,,,,,,,,,2.3943,1,,,,,,,,,,,,,,m,1,2.3943,,,,,,,,0.5859375,-0.177083333,0,0,0,,0,92,92,58,1,BABOON,C,old,m,./images/BABOON.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5ddb44664a113aaa06465dbe,42,2022-02-12_17h18.38.048,lexical_decision_task_DD_L3,2021.2.3,Win32,60.51437216,,,,,,,,,,,1.9469,1,,,,,,,,,,,,,,z,1,1.9469,,,,,,,,0.5859375,-0.177083333,0,0,0,,0,93,93,101,1,GLEET,LB,old,z,./images/GLEETLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5ddb44664a113aaa06465dbe,42,2022-02-12_17h18.38.048,lexical_decision_task_DD_L3,2021.2.3,Win32,60.51437216,,,,,,,,,,,2.1321,1,,,,,,,,,,,,,,m,1,2.1321,,,,,,,,0.5859375,-0.177083333,0,0,0,,0,94,94,15,1,GREASE,LB,old,m,./images/GREASELB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5ddb44664a113aaa06465dbe,42,2022-02-12_17h18.38.048,lexical_decision_task_DD_L3,2021.2.3,Win32,60.51437216,,,,,,,,,,,1.3703,1,,,,,,,,,,,,,,m,1,1.3703,,,,,,,,0.5859375,-0.177083333,0,0,0,,0,95,95,20,1,CRADLE,HB,old,m,./images/CRADLEHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5ddb44664a113aaa06465dbe,42,2022-02-12_17h18.38.048,lexical_decision_task_DD_L3,2021.2.3,Win32,60.51437216,,,,,,,,,,,0.7069,1,,,,,,,,,,,,,,m,1,0.7069,,,,,,,,0.5859375,-0.177083333,0,0,0,,0,96,96,61,1,CANDLE,C,old,m,./images/CANDLE.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5ddb44664a113aaa06465dbe,42,2022-02-12_17h18.38.048,lexical_decision_task_DD_L3,2021.2.3,Win32,60.51437216,,,,,,,,,,,2.1233,1,,,,,,,,,,,,,,z,1,2.1233,,,,,,,,0.5859375,-0.177083333,0,0,0,,0,97,97,159,1,CUDDY,C,old,z,./images/CUDDY.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5ddb44664a113aaa06465dbe,42,2022-02-12_17h18.38.048,lexical_decision_task_DD_L3,2021.2.3,Win32,60.51437216,,,,,,,,,,,1.7289,1,,,,,,,,,,,,,,m,1,1.7289,,,,,,,,0.5859375,-0.177083333,0,0,0,,0,98,98,14,1,PICKLE,HB,old,m,./images/PICKLEHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5ddb44664a113aaa06465dbe,42,2022-02-12_17h18.38.048,lexical_decision_task_DD_L3,2021.2.3,Win32,60.51437216,,,,,,,,,,,1.3958,1,,,,,,,,,,,,,,z,1,1.3958,,,,,,,,0.5859375,-0.177083333,0,0,0,,0,99,99,153,1,CLUPS,C,old,z,./images/CLUPS.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5ddb44664a113aaa06465dbe,42,2022-02-12_17h18.38.048,lexical_decision_task_DD_L3,2021.2.3,Win32,60.51437216,,,,,,,,,,,2.0584,1,,,,,,,,,,,,,,m,1,2.0584,,,,,,,,0.5859375,-0.177083333,0,0,0,,0,100,100,38,1,LADDER,HB,old,m,./images/LADDERHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5ddb44664a113aaa06465dbe,42,2022-02-12_17h18.38.048,lexical_decision_task_DD_L3,2021.2.3,Win32,60.51437216,,,,,,,,,,,1.0554,1,,,,,,,,,,,,,,z,1,1.0554,,,,,,,,0.5859375,-0.177083333,0,0,0,,0,101,101,126,1,GUELS,C,old,z,./images/GUELS.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5ddb44664a113aaa06465dbe,42,2022-02-12_17h18.38.048,lexical_decision_task_DD_L3,2021.2.3,Win32,60.51437216,,,,,,,,,,,1.139,1,,,,,,,,,,,,,,m,1,1.139,,,,,,,,0.5859375,-0.177083333,0,0,0,,0,102,102,41,1,STRING,HB,old,m,./images/STRINGHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5ddb44664a113aaa06465dbe,42,2022-02-12_17h18.38.048,lexical_decision_task_DD_L3,2021.2.3,Win32,60.51437216,,,,,,,,,,,0.94,0,,,,,,,,,,,,,,z,0,0.94,,,,,,,,0.5859375,-0.177083333,0,0,0,,0,103,103,29,1,CRUMB,HB,old,m,./images/CRUMBHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5ddb44664a113aaa06465dbe,42,2022-02-12_17h18.38.048,lexical_decision_task_DD_L3,2021.2.3,Win32,60.51437216,,,,,,,,,,,0.5952,1,,,,,,,,,,,,,,z,1,0.5952,,,,,,,,0.5859375,-0.177083333,0,0,0,,0,104,104,117,1,STEEG,C,old,z,./images/STEEG.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5ddb44664a113aaa06465dbe,42,2022-02-12_17h18.38.048,lexical_decision_task_DD_L3,2021.2.3,Win32,60.51437216,,,,,,,,,,,0.926,1,,,,,,,,,,,,,,z,1,0.926,,,,,,,,0.5859375,-0.177083333,0,0,0,,0,105,105,87,1,TRING,C,old,z,./images/TRING.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5ddb44664a113aaa06465dbe,42,2022-02-12_17h18.38.048,lexical_decision_task_DD_L3,2021.2.3,Win32,60.51437216,,,,,,,,,,,1.4688,1,,,,,,,,,,,,,,z,1,1.4688,,,,,,,,0.5859375,-0.177083333,0,0,0,,0,106,106,139,1,BLEAR,HB,old,z,./images/BLEARHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5ddb44664a113aaa06465dbe,42,2022-02-12_17h18.38.048,lexical_decision_task_DD_L3,2021.2.3,Win32,60.51437216,,,,,,,,,,,0.7677,1,,,,,,,,,,,,,,m,1,0.7677,,,,,,,,0.5859375,-0.177083333,0,0,0,,0,107,107,81,1,POODLE,LB,old,m,./images/POODLELB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5ddb44664a113aaa06465dbe,42,2022-02-12_17h18.38.048,lexical_decision_task_DD_L3,2021.2.3,Win32,60.51437216,,,,,,,,,,,1.1014,1,,,,,,,,,,,,,,z,1,1.1014,,,,,,,,0.5859375,-0.177083333,0,0,0,,0,108,108,85,1,CHULK,HB,old,z,./images/CHULKHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5ddb44664a113aaa06465dbe,42,2022-02-12_17h18.38.048,lexical_decision_task_DD_L3,2021.2.3,Win32,60.51437216,,,,,,,,,,,0.8882,1,,,,,,,,,,,,,,z,1,0.8882,,,,,,,,0.5859375,-0.177083333,0,0,0,,0,109,109,143,1,MONGS,LB,old,z,./images/MONGSLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5ddb44664a113aaa06465dbe,42,2022-02-12_17h18.38.048,lexical_decision_task_DD_L3,2021.2.3,Win32,60.51437216,,,,,,,,,,,0.7132,1,,,,,,,,,,,,,,z,1,0.7132,,,,,,,,0.5859375,-0.177083333,0,0,0,,0,110,110,167,1,ZONET,LB,old,z,./images/ZONETLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5ddb44664a113aaa06465dbe,42,2022-02-12_17h18.38.048,lexical_decision_task_DD_L3,2021.2.3,Win32,60.51437216,,,,,,,,,,,0.5811,1,,,,,,,,,,,,,,z,1,0.5811,,,,,,,,0.5859375,-0.177083333,0,0,0,,0,111,111,155,1,CANGY,LB,old,z,./images/CANGYLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5ddb44664a113aaa06465dbe,42,2022-02-12_17h18.38.048,lexical_decision_task_DD_L3,2021.2.3,Win32,60.51437216,,,,,,,,,,,0.5207,0,,,,,,,,,,,,,,z,0,0.5207,,,,,,,,0.5859375,-0.177083333,0,0,0,,0,112,112,75,1,GRAIN,LB,old,m,./images/GRAINLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5ddb44664a113aaa06465dbe,42,2022-02-12_17h18.38.048,lexical_decision_task_DD_L3,2021.2.3,Win32,60.51437216,,,,,,,,,,,1.073,1,,,,,,,,,,,,,,m,1,1.073,,,,,,,,0.5859375,-0.177083333,0,0,0,,0,113,113,2,1,BEARD,HB,old,m,./images/BEARDHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5ddb44664a113aaa06465dbe,42,2022-02-12_17h18.38.048,lexical_decision_task_DD_L3,2021.2.3,Win32,60.51437216,,,,,,,,,,,0.6902,1,,,,,,,,,,,,,,z,1,0.6902,,,,,,,,0.5859375,-0.177083333,0,0,0,,0,114,114,150,1,NOOLS,C,old,z,./images/NOOLS.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5ddb44664a113aaa06465dbe,42,2022-02-12_17h18.38.048,lexical_decision_task_DD_L3,2021.2.3,Win32,60.51437216,,,,,,,,,,,1.0771,1,,,,,,,,,,,,,,z,1,1.0771,,,,,,,,0.5859375,-0.177083333,0,0,0,,0,115,115,133,1,POWDY,HB,old,z,./images/POWDYHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5ddb44664a113aaa06465dbe,42,2022-02-12_17h18.38.048,lexical_decision_task_DD_L3,2021.2.3,Win32,60.51437216,,,,,,,,,,,0.693,1,,,,,,,,,,,,,,m,1,0.693,,,,,,,,0.5859375,-0.177083333,0,0,0,,0,116,116,48,1,SPORT,LB,old,m,./images/SPORTLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5ddb44664a113aaa06465dbe,42,2022-02-12_17h18.38.048,lexical_decision_task_DD_L3,2021.2.3,Win32,60.51437216,,,,,,,,,,,1.2102,1,,,,,,,,,,,,,,z,1,1.2102,,,,,,,,0.5859375,-0.177083333,0,0,0,,0,117,117,132,1,SCIFF,C,old,z,./images/SCIFF.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5ddb44664a113aaa06465dbe,42,2022-02-12_17h18.38.048,lexical_decision_task_DD_L3,2021.2.3,Win32,60.51437216,,,,,,,,,,,0.7298,1,,,,,,,,,,,,,,m,1,0.7298,,,,,,,,0.5859375,-0.177083333,0,0,0,,0,118,118,25,1,WRIST,C,old,m,./images/WRIST.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5ddb44664a113aaa06465dbe,42,2022-02-12_17h18.38.048,lexical_decision_task_DD_L3,2021.2.3,Win32,60.51437216,,,,,,,,,,,0.8304,1,,,,,,,,,,,,,,z,1,0.8304,,,,,,,,0.5859375,-0.177083333,0,0,0,,0,119,119,141,1,PLEET,C,old,z,./images/PLEET.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5ddb44664a113aaa06465dbe,42,2022-02-12_17h18.38.048,lexical_decision_task_DD_L3,2021.2.3,Win32,60.51437216,,,,,,,,,,,1.8103,1,,,,,,,,,,,,,,z,1,1.8103,,,,,,,,0.5859375,-0.177083333,0,0,0,,0,120,120,121,1,CEERS,HB,old,z,./images/CEERSHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5ddb44664a113aaa06465dbe,42,2022-02-12_17h18.38.048,lexical_decision_task_DD_L3,2021.2.3,Win32,60.51437216,,,,,,,,,,,0.8315,1,,,,,,,,,,,,,,m,1,0.8315,,,,,,,,0.5859375,-0.177083333,0,0,0,,0,121,121,23,1,WALRUS,HB,old,m,./images/WALRUSHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5ddb44664a113aaa06465dbe,42,2022-02-12_17h18.38.048,lexical_decision_task_DD_L3,2021.2.3,Win32,60.51437216,,,,,,,,,,,0.6995,1,,,,,,,,,,,,,,m,1,0.6995,,,,,,,,0.5859375,-0.177083333,0,0,0,,0,122,122,3,1,FINGER,LB,old,m,./images/FINGERLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5ddb44664a113aaa06465dbe,42,2022-02-12_17h18.38.048,lexical_decision_task_DD_L3,2021.2.3,Win32,60.51437216,,,,,,,,,,,0.6558,1,,,,,,,,,,,,,,m,1,0.6558,,,,,,,,0.5859375,-0.177083333,0,0,0,,0,123,123,1,1,PLANK,C,old,m,./images/PLANK.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5ddb44664a113aaa06465dbe,42,2022-02-12_17h18.38.048,lexical_decision_task_DD_L3,2021.2.3,Win32,60.51437216,,,,,,,,,,,0.6473,1,,,,,,,,,,,,,,m,1,0.6473,,,,,,,,0.5859375,-0.177083333,0,0,0,,0,124,124,43,1,MOSQUE,C,old,m,./images/MOSQUE.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5ddb44664a113aaa06465dbe,42,2022-02-12_17h18.38.048,lexical_decision_task_DD_L3,2021.2.3,Win32,60.51437216,,,,,,,,,,,0.6022,1,,,,,,,,,,,,,,m,1,0.6022,,,,,,,,0.5859375,-0.177083333,0,0,0,space,0,125,125,72,1,NOOSE,LB,old,m,./images/NOOSELB.png,3.2341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5ddb44664a113aaa06465dbe,42,2022-02-12_17h18.38.048,lexical_decision_task_DD_L3,2021.2.3,Win32,60.51437216,,,,,,,,,,,0.9297,1,,,,,,,,,,,,,,z,1,0.9297,,,,,,,,0.5859375,-0.177083333,0,0,0,,0,126,126,145,1,LAMEL,HB,old,z,./images/LAMELHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5ddb44664a113aaa06465dbe,42,2022-02-12_17h18.38.048,lexical_decision_task_DD_L3,2021.2.3,Win32,60.51437216,,,,,,,,,,,0.6619,1,,,,,,,,,,,,,,m,1,0.6619,,,,,,,,0.5859375,-0.177083333,0,0,0,,0,127,127,34,1,CANYON,C,old,m,./images/CANYON.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5ddb44664a113aaa06465dbe,42,2022-02-12_17h18.38.048,lexical_decision_task_DD_L3,2021.2.3,Win32,60.51437216,,,,,,,,,,,0.5773,1,,,,,,,,,,,,,,m,1,0.5773,,,,,,,,0.5859375,-0.177083333,0,0,0,,0,128,128,66,1,SWEAT,LB,old,m,./images/SWEATLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5ddb44664a113aaa06465dbe,42,2022-02-12_17h18.38.048,lexical_decision_task_DD_L3,2021.2.3,Win32,60.51437216,,,,,,,,,,,0.592,1,,,,,,,,,,,,,,z,1,0.592,,,,,,,,0.5859375,-0.177083333,0,0,0,,0,129,129,162,1,LEICH,C,old,z,./images/LEICH.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5ddb44664a113aaa06465dbe,42,2022-02-12_17h18.38.048,lexical_decision_task_DD_L3,2021.2.3,Win32,60.51437216,,,,,,,,,,,0.8502,1,,,,,,,,,,,,,,z,1,0.8502,,,,,,,,0.5859375,-0.177083333,0,0,0,,0,130,130,111,1,HOSSE,C,old,z,./images/HOSSE.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5ddb44664a113aaa06465dbe,42,2022-02-12_17h18.38.048,lexical_decision_task_DD_L3,2021.2.3,Win32,60.51437216,,,,,,,,,,,0.8171,1,,,,,,,,,,,,,,z,1,0.8171,,,,,,,,0.5859375,-0.177083333,0,0,0,,0,131,131,112,1,MYING,HB,old,z,./images/MYINGHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5ddb44664a113aaa06465dbe,42,2022-02-12_17h18.38.048,lexical_decision_task_DD_L3,2021.2.3,Win32,60.51437216,,,,,,,,,,,1.0088,1,,,,,,,,,,,,,,m,1,1.0088,,,,,,,,0.5859375,-0.177083333,0,0,0,,0,132,132,80,1,WEASEL,HB,old,m,./images/WEASELHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5ddb44664a113aaa06465dbe,42,2022-02-12_17h18.38.048,lexical_decision_task_DD_L3,2021.2.3,Win32,60.51437216,,,,,,,,,,,0.9863,1,,,,,,,,,,,,,,z,1,0.9863,,,,,,,,0.5859375,-0.177083333,0,0,0,,0,133,133,95,1,HANTY,LB,old,z,./images/HANTYLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5ddb44664a113aaa06465dbe,42,2022-02-12_17h18.38.048,lexical_decision_task_DD_L3,2021.2.3,Win32,60.51437216,,,,,,,,,,,1.0108,1,,,,,,,,,,,,,,z,1,1.0108,,,,,,,,0.5859375,-0.177083333,0,0,0,,0,134,134,163,1,GAMBA,HB,old,z,./images/GAMBAHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5ddb44664a113aaa06465dbe,42,2022-02-12_17h18.38.048,lexical_decision_task_DD_L3,2021.2.3,Win32,60.51437216,,,,,,,,,,,0.718,1,,,,,,,,,,,,,,z,1,0.718,,,,,,,,0.5859375,-0.177083333,0,0,0,,0,135,135,84,1,HAXES,C,old,z,./images/HAXES.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5ddb44664a113aaa06465dbe,42,2022-02-12_17h18.38.048,lexical_decision_task_DD_L3,2021.2.3,Win32,60.51437216,,,,,,,,,,,0.8825,1,,,,,,,,,,,,,,z,1,0.8825,,,,,,,,0.5859375,-0.177083333,0,0,0,,0,136,136,118,1,BAVEL,HB,old,z,./images/BAVELHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5ddb44664a113aaa06465dbe,42,2022-02-12_17h18.38.048,lexical_decision_task_DD_L3,2021.2.3,Win32,60.51437216,,,,,,,,,,,0.6193,1,,,,,,,,,,,,,,z,1,0.6193,,,,,,,,0.5859375,-0.177083333,0,0,0,,0,137,137,165,1,TROWN,C,old,z,./images/TROWN.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5ddb44664a113aaa06465dbe,42,2022-02-12_17h18.38.048,lexical_decision_task_DD_L3,2021.2.3,Win32,60.51437216,,,,,,,,,,,0.5697,1,,,,,,,,,,,,,,m,1,0.5697,,,,,,,,0.5859375,-0.177083333,0,0,0,,0,138,138,57,1,MOOSE,LB,old,m,./images/MOOSELB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5ddb44664a113aaa06465dbe,42,2022-02-12_17h18.38.048,lexical_decision_task_DD_L3,2021.2.3,Win32,60.51437216,,,,,,,,,,,0.5984,1,,,,,,,,,,,,,,z,1,0.5984,,,,,,,,0.5859375,-0.177083333,0,0,0,,0,139,139,86,1,AIFED,LB,old,z,./images/AIFEDLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5ddb44664a113aaa06465dbe,42,2022-02-12_17h18.38.048,lexical_decision_task_DD_L3,2021.2.3,Win32,60.51437216,,,,,,,,,,,0.8742,1,,,,,,,,,,,,,,z,1,0.8742,,,,,,,,0.5859375,-0.177083333,0,0,0,,0,140,140,102,1,DULLE,C,old,z,./images/DULLE.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5ddb44664a113aaa06465dbe,42,2022-02-12_17h18.38.048,lexical_decision_task_DD_L3,2021.2.3,Win32,60.51437216,,,,,,,,,,,0.6297,1,,,,,,,,,,,,,,m,1,0.6297,,,,,,,,0.5859375,-0.177083333,0,0,0,,0,141,141,52,1,BANNER,C,old,m,./images/BANNER.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5ddb44664a113aaa06465dbe,42,2022-02-12_17h18.38.048,lexical_decision_task_DD_L3,2021.2.3,Win32,60.51437216,,,,,,,,,,,0.7379,1,,,,,,,,,,,,,,z,1,0.7379,,,,,,,,0.5859375,-0.177083333,0,0,0,,0,142,142,129,1,PRANS,C,old,z,./images/PRANS.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5ddb44664a113aaa06465dbe,42,2022-02-12_17h18.38.048,lexical_decision_task_DD_L3,2021.2.3,Win32,60.51437216,,,,,,,,,,,1.1298,1,,,,,,,,,,,,,,z,1,1.1298,,,,,,,,0.5859375,-0.177083333,0,0,0,,0,143,143,157,1,INLER,HB,old,z,./images/INLERHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5ddb44664a113aaa06465dbe,42,2022-02-12_17h18.38.048,lexical_decision_task_DD_L3,2021.2.3,Win32,60.51437216,,,,,,,,,,,0.61,1,,,,,,,,,,,,,,z,1,0.61,,,,,,,,0.5859375,-0.177083333,0,0,0,,0,144,144,125,1,MOOKY,LB,old,z,./images/MOOKYLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5ddb44664a113aaa06465dbe,42,2022-02-12_17h18.38.048,lexical_decision_task_DD_L3,2021.2.3,Win32,60.51437216,,,,,,,,,,,0.6961,1,,,,,,,,,,,,,,z,1,0.6961,,,,,,,,0.5859375,-0.177083333,0,0,0,,0,145,145,147,1,ZOLES,C,old,z,./images/ZOLES.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5ddb44664a113aaa06465dbe,42,2022-02-12_17h18.38.048,lexical_decision_task_DD_L3,2021.2.3,Win32,60.51437216,,,,,,,,,,,0.8777,1,,,,,,,,,,,,,,z,1,0.8777,,,,,,,,0.5859375,-0.177083333,0,0,0,,0,146,146,108,1,GRUET,C,old,z,./images/GRUET.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5ddb44664a113aaa06465dbe,42,2022-02-12_17h18.38.048,lexical_decision_task_DD_L3,2021.2.3,Win32,60.51437216,,,,,,,,,,,0.7952,1,,,,,,,,,,,,,,z,1,0.7952,,,,,,,,0.5859375,-0.177083333,0,0,0,,0,147,147,164,1,SGREW,LB,old,z,./images/SGREWLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5ddb44664a113aaa06465dbe,42,2022-02-12_17h18.38.048,lexical_decision_task_DD_L3,2021.2.3,Win32,60.51437216,,,,,,,,,,,0.6975,1,,,,,,,,,,,,,,m,1,0.6975,,,,,,,,0.5859375,-0.177083333,0,0,0,,0,148,148,12,1,SHORE,LB,old,m,./images/SHORELB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5ddb44664a113aaa06465dbe,42,2022-02-12_17h18.38.048,lexical_decision_task_DD_L3,2021.2.3,Win32,60.51437216,,,,,,,,,,,0.7973,1,,,,,,,,,,,,,,z,1,0.7973,,,,,,,,0.5859375,-0.177083333,0,0,0,,0,149,149,138,1,PLICE,C,old,z,./images/PLICE.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5ddb44664a113aaa06465dbe,42,2022-02-12_17h18.38.048,lexical_decision_task_DD_L3,2021.2.3,Win32,60.51437216,,,,,,,,,,,0.8653,1,,,,,,,,,,,,,,m,1,0.8653,,,,,,,,0.5859375,-0.177083333,0,0,0,,0,150,150,24,1,SCREW,LB,old,m,./images/SCREWLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
