key_resp.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,age,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,response.rt,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practrials.thisRepN,practrials.thisTrialN,practrials.thisN,practrials.thisIndex,practrials.ran,TrialID,Target,corrAns,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,maintrials.thisRepN,maintrials.thisTrialN,maintrials.thisN,maintrials.thisIndex,maintrials.ran,string,blur,study,lex,stim_path,break_done_keyboard.rt,break_done_touch.clicked_name,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,slider.response,slider.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,key_resp.rt,test_instructions.thisRepN,test_instructions.thisTrialN,test_instructions.thisN,test_instructions.thisIndex,test_instructions.ran,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,test_click.x,test_click.y,test_click.leftButton,test_click.midButton,test_click.rightButton,test_click.time,test_click.clicked_name,test_phase.thisRepN,test_phase.thisTrialN,test_phase.thisN,test_phase.thisIndex,test_phase.ran
,,,,,,,,,,,,,,,,,5fce736898fa590803b3b0d8,24,2022-02-12_13h26.07.160,lexical_decision_task_DD,2021.2.3,Win32,59.7335882,,,,,,,,,,,0.628,1,,,,,,,,,,,,,,z,1,0.628,,,,,,,,-0.283854167,-0.498697917,0,0,0,,0,94,94,101,1,GLEET,LB,old,z,./images/GLEETLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5fce736898fa590803b3b0d8,24,2022-02-12_13h26.07.160,lexical_decision_task_DD,2021.2.3,Win32,59.7335882,,,,,,,,,,,1.007400001,1,,,,,,,,,,,,,,m,1,1.007400001,,,,,,,,-0.283854167,-0.498697917,0,0,0,,0,95,95,49,1,DRUMS,HB,old,m,./images/DRUMSHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5fce736898fa590803b3b0d8,24,2022-02-12_13h26.07.160,lexical_decision_task_DD,2021.2.3,Win32,59.7335882,,,,,,,,,,,1.2788,1,,,,,,,,,,,,,,m,1,1.2788,,,,,,,,-0.283854167,-0.498697917,0,0,0,,0,96,96,28,1,FALCON,HB,old,m,./images/FALCONHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5fce736898fa590803b3b0d8,24,2022-02-12_13h26.07.160,lexical_decision_task_DD,2021.2.3,Win32,59.7335882,,,,,,,,,,,1.2813,0,,,,,,,,,,,,,,z,0,1.2813,,,,,,,,-0.283854167,-0.498697917,0,0,0,,0,97,97,16,1,PENCE,HB,old,m,./images/PENCEHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5fce736898fa590803b3b0d8,24,2022-02-12_13h26.07.160,lexical_decision_task_DD,2021.2.3,Win32,59.7335882,,,,,,,,,,,1.0768,1,,,,,,,,,,,,,,m,1,1.0768,,,,,,,,-0.283854167,-0.498697917,0,0,0,,0,98,98,14,1,PICKLE,LB,old,m,./images/PICKLELB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5fce736898fa590803b3b0d8,24,2022-02-12_13h26.07.160,lexical_decision_task_DD,2021.2.3,Win32,59.7335882,,,,,,,,,,,1.288,1,,,,,,,,,,,,,,m,1,1.288,,,,,,,,-0.283854167,-0.498697917,0,0,0,,0,99,99,33,1,MAGGOT,C,old,m,./images/MAGGOT.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5fce736898fa590803b3b0d8,24,2022-02-12_13h26.07.160,lexical_decision_task_DD,2021.2.3,Win32,59.7335882,,,,,,,,,,,0.702700001,1,,,,,,,,,,,,,,m,1,0.702700001,,,,,,,,-0.283854167,-0.498697917,0,0,0,,0,100,100,46,1,PEARL,HB,old,m,./images/PEARLHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5fce736898fa590803b3b0d8,24,2022-02-12_13h26.07.160,lexical_decision_task_DD,2021.2.3,Win32,59.7335882,,,,,,,,,,,0.9908,1,,,,,,,,,,,,,,m,1,0.9908,,,,,,,,-0.283854167,-0.498697917,0,0,0,,0,101,101,54,1,TRIPOD,C,old,m,./images/TRIPOD.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5fce736898fa590803b3b0d8,24,2022-02-12_13h26.07.160,lexical_decision_task_DD,2021.2.3,Win32,59.7335882,,,,,,,,,,,1.1582,1,,,,,,,,,,,,,,z,1,1.1582,,,,,,,,-0.283854167,-0.498697917,0,0,0,,0,102,102,155,1,CANGY,LB,old,z,./images/CANGYLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5fce736898fa590803b3b0d8,24,2022-02-12_13h26.07.160,lexical_decision_task_DD,2021.2.3,Win32,59.7335882,,,,,,,,,,,0.7494,1,,,,,,,,,,,,,,m,1,0.7494,,,,,,,,-0.283854167,-0.498697917,0,0,0,,0,103,103,24,1,SCREW,C,old,m,./images/SCREW.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5fce736898fa590803b3b0d8,24,2022-02-12_13h26.07.160,lexical_decision_task_DD,2021.2.3,Win32,59.7335882,,,,,,,,,,,0.7814,1,,,,,,,,,,,,,,m,1,0.7814,,,,,,,,-0.283854167,-0.498697917,0,0,0,,0,104,104,36,1,THROAT,C,old,m,./images/THROAT.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5fce736898fa590803b3b0d8,24,2022-02-12_13h26.07.160,lexical_decision_task_DD,2021.2.3,Win32,59.7335882,,,,,,,,,,,0.9415,0,,,,,,,,,,,,,,m,0,0.9415,,,,,,,,-0.283854167,-0.498697917,0,0,0,,0,105,105,166,1,SHORY,HB,old,z,./images/SHORYHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5fce736898fa590803b3b0d8,24,2022-02-12_13h26.07.160,lexical_decision_task_DD,2021.2.3,Win32,59.7335882,,,,,,,,,,,1.5233,1,,,,,,,,,,,,,,m,1,1.5233,,,,,,,,-0.283854167,-0.498697917,0,0,0,,0,106,106,69,1,COOKER,C,old,m,./images/COOKER.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5fce736898fa590803b3b0d8,24,2022-02-12_13h26.07.160,lexical_decision_task_DD,2021.2.3,Win32,59.7335882,,,,,,,,,,,1.0788,1,,,,,,,,,,,,,,z,1,1.0788,,,,,,,,-0.283854167,-0.498697917,0,0,0,,0,107,107,158,1,EGECT,LB,old,z,./images/EGECTLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5fce736898fa590803b3b0d8,24,2022-02-12_13h26.07.160,lexical_decision_task_DD,2021.2.3,Win32,59.7335882,,,,,,,,,,,0.7632,1,,,,,,,,,,,,,,z,1,0.7632,,,,,,,,-0.283854167,-0.498697917,0,0,0,,0,108,108,96,1,KEAMS,C,old,z,./images/KEAMS.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5fce736898fa590803b3b0d8,24,2022-02-12_13h26.07.160,lexical_decision_task_DD,2021.2.3,Win32,59.7335882,,,,,,,,,,,0.730700001,1,,,,,,,,,,,,,,m,1,0.730700001,,,,,,,,-0.283854167,-0.498697917,0,0,0,,0,109,109,83,1,JUNGLE,LB,old,m,./images/JUNGLELB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5fce736898fa590803b3b0d8,24,2022-02-12_13h26.07.160,lexical_decision_task_DD,2021.2.3,Win32,59.7335882,,,,,,,,,,,1.1384,1,,,,,,,,,,,,,,m,1,1.1384,,,,,,,,-0.283854167,-0.498697917,0,0,0,,0,110,110,82,1,SUNSET,HB,old,m,./images/SUNSETHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5fce736898fa590803b3b0d8,24,2022-02-12_13h26.07.160,lexical_decision_task_DD,2021.2.3,Win32,59.7335882,,,,,,,,,,,0.848299999,1,,,,,,,,,,,,,,m,1,0.848299999,,,,,,,,-0.283854167,-0.498697917,0,0,0,,0,111,111,79,1,CRUST,HB,old,m,./images/CRUSTHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5fce736898fa590803b3b0d8,24,2022-02-12_13h26.07.160,lexical_decision_task_DD,2021.2.3,Win32,59.7335882,,,,,,,,,,,1.166700001,1,,,,,,,,,,,,,,z,1,1.166700001,,,,,,,,-0.283854167,-0.498697917,0,0,0,,0,112,112,91,1,SHENS,HB,old,z,./images/SHENSHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5fce736898fa590803b3b0d8,24,2022-02-12_13h26.07.160,lexical_decision_task_DD,2021.2.3,Win32,59.7335882,,,,,,,,,,,0.7518,1,,,,,,,,,,,,,,m,1,0.7518,,,,,,,,-0.283854167,-0.498697917,0,0,0,,0,113,113,10,1,BELLY,HB,old,m,./images/BELLYHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5fce736898fa590803b3b0d8,24,2022-02-12_13h26.07.160,lexical_decision_task_DD,2021.2.3,Win32,59.7335882,,,,,,,,,,,1.4842,0,,,,,,,,,,,,,,z,0,1.4842,,,,,,,,-0.283854167,-0.498697917,0,0,0,,0,114,114,39,1,SHELF,C,old,m,./images/SHELF.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5fce736898fa590803b3b0d8,24,2022-02-12_13h26.07.160,lexical_decision_task_DD,2021.2.3,Win32,59.7335882,,,,,,,,,,,0.913099999,1,,,,,,,,,,,,,,z,1,0.913099999,,,,,,,,-0.283854167,-0.498697917,0,0,0,,0,115,115,108,1,GRUET,C,old,z,./images/GRUET.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5fce736898fa590803b3b0d8,24,2022-02-12_13h26.07.160,lexical_decision_task_DD,2021.2.3,Win32,59.7335882,,,,,,,,,,,0.697099999,1,,,,,,,,,,,,,,m,1,0.697099999,,,,,,,,-0.283854167,-0.498697917,0,0,0,,0,116,116,51,1,ONION,C,old,m,./images/ONION.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5fce736898fa590803b3b0d8,24,2022-02-12_13h26.07.160,lexical_decision_task_DD,2021.2.3,Win32,59.7335882,,,,,,,,,,,1.1498,1,,,,,,,,,,,,,,m,1,1.1498,,,,,,,,-0.283854167,-0.498697917,0,0,0,,0,117,117,6,1,SQUARE,C,old,m,./images/SQUARE.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5fce736898fa590803b3b0d8,24,2022-02-12_13h26.07.160,lexical_decision_task_DD,2021.2.3,Win32,59.7335882,,,,,,,,,,,0.8801,1,,,,,,,,,,,,,,z,1,0.8801,,,,,,,,-0.283854167,-0.498697917,0,0,0,,0,118,118,99,1,BACKY,C,old,z,./images/BACKY.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5fce736898fa590803b3b0d8,24,2022-02-12_13h26.07.160,lexical_decision_task_DD,2021.2.3,Win32,59.7335882,,,,,,,,,,,1.139,1,,,,,,,,,,,,,,z,1,1.139,,,,,,,,-0.283854167,-0.498697917,0,0,0,,0,119,119,100,1,DRIBS,HB,old,z,./images/DRIBSHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5fce736898fa590803b3b0d8,24,2022-02-12_13h26.07.160,lexical_decision_task_DD,2021.2.3,Win32,59.7335882,,,,,,,,,,,0.7371,1,,,,,,,,,,,,,,z,1,0.7371,,,,,,,,-0.283854167,-0.498697917,0,0,0,,0,120,120,142,1,PLASK,HB,old,z,./images/PLASKHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5fce736898fa590803b3b0d8,24,2022-02-12_13h26.07.160,lexical_decision_task_DD,2021.2.3,Win32,59.7335882,,,,,,,,,,,0.6804,1,,,,,,,,,,,,,,m,1,0.6804,,,,,,,,-0.283854167,-0.498697917,0,0,0,,0,121,121,81,1,POODLE,C,old,m,./images/POODLE.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5fce736898fa590803b3b0d8,24,2022-02-12_13h26.07.160,lexical_decision_task_DD,2021.2.3,Win32,59.7335882,,,,,,,,,,,0.7336,1,,,,,,,,,,,,,,z,1,0.7336,,,,,,,,-0.283854167,-0.498697917,0,0,0,,0,122,122,167,1,ZONET,LB,old,z,./images/ZONETLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5fce736898fa590803b3b0d8,24,2022-02-12_13h26.07.160,lexical_decision_task_DD,2021.2.3,Win32,59.7335882,,,,,,,,,,,0.6663,0,,,,,,,,,,,,,,z,0,0.6663,,,,,,,,-0.283854167,-0.498697917,0,0,0,,0,123,123,8,1,TULIP,LB,old,m,./images/TULIPLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5fce736898fa590803b3b0d8,24,2022-02-12_13h26.07.160,lexical_decision_task_DD,2021.2.3,Win32,59.7335882,,,,,,,,,,,0.8287,1,,,,,,,,,,,,,,z,1,0.8287,,,,,,,,-0.283854167,-0.498697917,0,0,0,,0,124,124,147,1,ZOLES,C,old,z,./images/ZOLES.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5fce736898fa590803b3b0d8,24,2022-02-12_13h26.07.160,lexical_decision_task_DD,2021.2.3,Win32,59.7335882,,,,,,,,,,,0.8216,1,,,,,,,,,,,,,,m,1,0.8216,,,,,,,,-0.117199391,-0.398021309,1,0,0,,0,125,125,73,1,SNACK,HB,old,m,./images/SNACKHB.png,,break_done_button,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5fce736898fa590803b3b0d8,24,2022-02-12_13h26.07.160,lexical_decision_task_DD,2021.2.3,Win32,59.7335882,,,,,,,,,,,0.851,1,,,,,,,,,,,,,,z,1,0.851,,,,,,,,-0.426179604,-0.332572298,0,0,0,,0,126,126,98,1,BAMPS,LB,old,z,./images/BAMPSLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5fce736898fa590803b3b0d8,24,2022-02-12_13h26.07.160,lexical_decision_task_DD,2021.2.3,Win32,59.7335882,,,,,,,,,,,0.8436,1,,,,,,,,,,,,,,z,1,0.8436,,,,,,,,-0.426179604,-0.332572298,0,0,0,,0,127,127,85,1,CHULK,HB,old,z,./images/CHULKHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5fce736898fa590803b3b0d8,24,2022-02-12_13h26.07.160,lexical_decision_task_DD,2021.2.3,Win32,59.7335882,,,,,,,,,,,0.9631,1,,,,,,,,,,,,,,m,1,0.9631,,,,,,,,-0.426179604,-0.332572298,0,0,0,,0,128,128,18,1,JAGUAR,C,old,m,./images/JAGUAR.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5fce736898fa590803b3b0d8,24,2022-02-12_13h26.07.160,lexical_decision_task_DD,2021.2.3,Win32,59.7335882,,,,,,,,,,,0.785200001,1,,,,,,,,,,,,,,z,1,0.785200001,,,,,,,,-0.426179604,-0.332572298,0,0,0,,0,129,129,149,1,VEASE,LB,old,z,./images/VEASELB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5fce736898fa590803b3b0d8,24,2022-02-12_13h26.07.160,lexical_decision_task_DD,2021.2.3,Win32,59.7335882,,,,,,,,,,,0.851599999,1,,,,,,,,,,,,,,z,1,0.851599999,,,,,,,,-0.426179604,-0.332572298,0,0,0,,0,130,130,139,1,BLEAR,HB,old,z,./images/BLEARHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5fce736898fa590803b3b0d8,24,2022-02-12_13h26.07.160,lexical_decision_task_DD,2021.2.3,Win32,59.7335882,,,,,,,,,,,0.8315,1,,,,,,,,,,,,,,m,1,0.8315,,,,,,,,-0.426179604,-0.332572298,0,0,0,,0,131,131,35,1,PEACH,LB,old,m,./images/PEACHLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5fce736898fa590803b3b0d8,24,2022-02-12_13h26.07.160,lexical_decision_task_DD,2021.2.3,Win32,59.7335882,,,,,,,,,,,0.662099999,1,,,,,,,,,,,,,,m,1,0.662099999,,,,,,,,-0.426179604,-0.332572298,0,0,0,,0,132,132,64,1,JELLY,HB,old,m,./images/JELLYHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5fce736898fa590803b3b0d8,24,2022-02-12_13h26.07.160,lexical_decision_task_DD,2021.2.3,Win32,59.7335882,,,,,,,,,,,1.0055,1,,,,,,,,,,,,,,z,1,1.0055,,,,,,,,-0.426179604,-0.332572298,0,0,0,,0,133,133,115,1,MAWNS,HB,old,z,./images/MAWNSHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5fce736898fa590803b3b0d8,24,2022-02-12_13h26.07.160,lexical_decision_task_DD,2021.2.3,Win32,59.7335882,,,,,,,,,,,0.871400001,1,,,,,,,,,,,,,,m,1,0.871400001,,,,,,,,-0.426179604,-0.332572298,0,0,0,,0,134,134,22,1,MELON,HB,old,m,./images/MELONHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5fce736898fa590803b3b0d8,24,2022-02-12_13h26.07.160,lexical_decision_task_DD,2021.2.3,Win32,59.7335882,,,,,,,,,,,0.685900001,1,,,,,,,,,,,,,,m,1,0.685900001,,,,,,,,-0.426179604,-0.332572298,0,0,0,,0,135,135,65,1,FARMER,LB,old,m,./images/FARMERLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5fce736898fa590803b3b0d8,24,2022-02-12_13h26.07.160,lexical_decision_task_DD,2021.2.3,Win32,59.7335882,,,,,,,,,,,0.6501,1,,,,,,,,,,,,,,m,1,0.6501,,,,,,,,-0.426179604,-0.332572298,0,0,0,,0,136,136,48,1,SPORT,C,old,m,./images/SPORT.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5fce736898fa590803b3b0d8,24,2022-02-12_13h26.07.160,lexical_decision_task_DD,2021.2.3,Win32,59.7335882,,,,,,,,,,,0.7489,1,,,,,,,,,,,,,,z,1,0.7489,,,,,,,,-0.426179604,-0.332572298,0,0,0,,0,137,137,110,1,CRUNK,LB,old,z,./images/CRUNKLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5fce736898fa590803b3b0d8,24,2022-02-12_13h26.07.160,lexical_decision_task_DD,2021.2.3,Win32,59.7335882,,,,,,,,,,,1.278799999,1,,,,,,,,,,,,,,z,1,1.278799999,,,,,,,,-0.426179604,-0.332572298,0,0,0,,0,138,138,97,1,CHIDS,HB,old,z,./images/CHIDSHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5fce736898fa590803b3b0d8,24,2022-02-12_13h26.07.160,lexical_decision_task_DD,2021.2.3,Win32,59.7335882,,,,,,,,,,,0.7641,1,,,,,,,,,,,,,,z,1,0.7641,,,,,,,,-0.426179604,-0.332572298,0,0,0,,0,139,139,105,1,MOKER,C,old,z,./images/MOKER.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5fce736898fa590803b3b0d8,24,2022-02-12_13h26.07.160,lexical_decision_task_DD,2021.2.3,Win32,59.7335882,,,,,,,,,,,1.658700001,1,,,,,,,,,,,,,,m,1,1.658700001,,,,,,,,-0.426179604,-0.332572298,0,0,0,,0,140,140,1,1,PLANK,HB,old,m,./images/PLANKHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5fce736898fa590803b3b0d8,24,2022-02-12_13h26.07.160,lexical_decision_task_DD,2021.2.3,Win32,59.7335882,,,,,,,,,,,1.163099999,1,,,,,,,,,,,,,,m,1,1.163099999,,,,,,,,-0.426179604,-0.332572298,0,0,0,,0,141,141,12,1,SHORE,C,old,m,./images/SHORE.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5fce736898fa590803b3b0d8,24,2022-02-12_13h26.07.160,lexical_decision_task_DD,2021.2.3,Win32,59.7335882,,,,,,,,,,,0.6455,1,,,,,,,,,,,,,,z,1,0.6455,,,,,,,,-0.426179604,-0.332572298,0,0,0,,0,142,142,132,1,SCIFF,C,old,z,./images/SCIFF.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5fce736898fa590803b3b0d8,24,2022-02-12_13h26.07.160,lexical_decision_task_DD,2021.2.3,Win32,59.7335882,,,,,,,,,,,0.999599999,1,,,,,,,,,,,,,,z,1,0.999599999,,,,,,,,-0.426179604,-0.332572298,0,0,0,,0,143,143,133,1,POWDY,HB,old,z,./images/POWDYHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5fce736898fa590803b3b0d8,24,2022-02-12_13h26.07.160,lexical_decision_task_DD,2021.2.3,Win32,59.7335882,,,,,,,,,,,1.2211,1,,,,,,,,,,,,,,z,1,1.2211,,,,,,,,-0.426179604,-0.332572298,0,0,0,,0,144,144,152,1,FRAIN,LB,old,z,./images/FRAINLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5fce736898fa590803b3b0d8,24,2022-02-12_13h26.07.160,lexical_decision_task_DD,2021.2.3,Win32,59.7335882,,,,,,,,,,,1.1148,1,,,,,,,,,,,,,,z,1,1.1148,,,,,,,,-0.426179604,-0.332572298,0,0,0,,0,145,145,165,1,TROWN,C,old,z,./images/TROWN.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5fce736898fa590803b3b0d8,24,2022-02-12_13h26.07.160,lexical_decision_task_DD,2021.2.3,Win32,59.7335882,,,,,,,,,,,1.3646,1,,,,,,,,,,,,,,z,1,1.3646,,,,,,,,-0.426179604,-0.332572298,0,0,0,,0,146,146,90,1,NEAST,C,old,z,./images/NEAST.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5fce736898fa590803b3b0d8,24,2022-02-12_13h26.07.160,lexical_decision_task_DD,2021.2.3,Win32,59.7335882,,,,,,,,,,,0.7813,1,,,,,,,,,,,,,,m,1,0.7813,,,,,,,,-0.426179604,-0.332572298,0,0,0,,0,147,147,4,1,MUSCLE,HB,old,m,./images/MUSCLEHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5fce736898fa590803b3b0d8,24,2022-02-12_13h26.07.160,lexical_decision_task_DD,2021.2.3,Win32,59.7335882,,,,,,,,,,,1.3877,1,,,,,,,,,,,,,,z,1,1.3877,,,,,,,,-0.426179604,-0.332572298,0,0,0,,0,148,148,151,1,TINKY,HB,old,z,./images/TINKYHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5fce736898fa590803b3b0d8,24,2022-02-12_13h26.07.160,lexical_decision_task_DD,2021.2.3,Win32,59.7335882,,,,,,,,,,,0.895400001,1,,,,,,,,,,,,,,z,1,0.895400001,,,,,,,,-0.426179604,-0.332572298,0,0,0,,0,149,149,143,1,MONGS,LB,old,z,./images/MONGSLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5fce736898fa590803b3b0d8,24,2022-02-12_13h26.07.160,lexical_decision_task_DD,2021.2.3,Win32,59.7335882,,,,,,,,,,,0.7309,1,,,,,,,,,,,,,,m,1,0.7309,,,,,,,,-0.426179604,-0.332572298,0,0,0,,0,150,150,53,1,CARPET,LB,old,m,./images/CARPETLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5fce736898fa590803b3b0d8,24,2022-02-12_13h26.07.160,lexical_decision_task_DD,2021.2.3,Win32,59.7335882,,,,,,,,,,,0.7407,1,,,,,,,,,,,,,,z,1,0.7407,,,,,,,,-0.426179604,-0.332572298,0,0,0,,0,151,151,130,1,CRILL,HB,old,z,./images/CRILLHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5fce736898fa590803b3b0d8,24,2022-02-12_13h26.07.160,lexical_decision_task_DD,2021.2.3,Win32,59.7335882,,,,,,,,,,,0.5807,1,,,,,,,,,,,,,,z,1,0.5807,,,,,,,,-0.426179604,-0.332572298,0,0,0,,0,152,152,162,1,LEICH,C,old,z,./images/LEICH.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5fce736898fa590803b3b0d8,24,2022-02-12_13h26.07.160,lexical_decision_task_DD,2021.2.3,Win32,59.7335882,,,,,,,,,,,0.6883,1,,,,,,,,,,,,,,z,1,0.6883,,,,,,,,-0.426179604,-0.332572298,0,0,0,,0,153,153,153,1,CLUPS,C,old,z,./images/CLUPS.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
